Nombre,Alias,Posición,Club,Nación,Liga,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Precio
Takuma Asano,Asano,RM++,RCD Mallorca,Japan,LALIGA EA SPORTS,74,86,68,63,77,33,70,3240
Lorenz Assignon,Assignon,RB++,Stade Rennais FC,France,Ligue 1 Uber Eats,74,74,51,63,72,70,67,3240
Eduard Atuesta,Atuesta,CM++,LAFC,Colombia,MLS,74,63,57,75,76,67,70,3510
Ludwig Augustinsson,Augustinsson,LB++,RSC Anderlecht,Sweden,1A Pro League,74,66,59,74,67,73,71,3510
Gabriel Ávalos,Ávalos,ST++,Independiente,Paraguay,LPF,74,67,74,61,73,46,82,3510
Ousseynou Ba,Ba,CB++,Başakşehir,Senegal,Trendyol Süper Lig,74,69,31,46,55,74,80,3240
Patrick Bamford,Bamford,ST++,Leeds United,England,EFL Championship,74,74,72,68,71,41,74,3510
Keidi Bare,Bare,CDM++,Real Zaragoza,Albania,LALIGA HYPERMOTION,74,72,55,67,72,71,77,3510
Vasilios Barkas,Barkas,GK++,FC Utrecht,Greece,Eredivisie,74,74,72,73,75,42,72,3510
Nahuel Barrios,Barrios,LW++,San Lorenzo,Argentina,Libertadores,74,90,66,67,79,37,46,3240
Toma Bašić,Bašić,CM++,Latium,Croatia,Serie A TIM,74,43,65,75,72,72,74,3510
Gelson Dany Batalha Martins,Gelson Martins,RM++,Olympiacos FC,Portugal,Hellas Liga,74,86,67,67,81,51,54,3510
Jan Bednarek,Bednarek,CB++,Southampton,Poland,Premier League,74,43,22,55,55,75,77,3240
Armel Bella Kotchap,Bella Kotchap,CB++,Southampton,Germany,Premier League,74,76,25,50,50,74,77,3240
László Bénes,Bénes,CM++,Union Berlin,Slovakia,Bundesliga,74,57,76,76,75,49,66,3240
Manuel Benson,Benson,RM++,Burnley,Angola,EFL Championship,74,82,70,69,78,35,44,3240
Christian Benteke,Benteke,ST++,D.C. United,Belgium,MLS,74,46,75,62,67,32,77,3240
Samuele Birindelli,Birindelli,RB++,Monza,Italy,Serie A TIM,74,83,52,65,71,70,63,3510
Antonio Blanco Conde,Antonio Blanco,CDM++,D. Alavés,Spain,LALIGA EA SPORTS,74,52,57,68,67,70,62,3240
Rubén Blanco Veiga,Rubén Blanco,GK++,OM,Spain,Ligue 1 Uber Eats,74,79,72,73,74,53,70,3510
Arnaud Bodart,Bodart,GK++,Standard Liège,Belgium,1A Pro League,74,77,71,69,74,55,74,3510
Valeriy Bondar,Bondar,CB++,Shakhtar Donetsk,Ukraine,Ukrayina Liha,74,71,32,63,65,75,74,3240
Sebastiaan Bornauw,Bornauw,CB++,VfL Wolfsburg,Belgium,Bundesliga,74,74,45,59,55,74,77,3240
Rubén Botta,Botta,CAM++,Talleres,Argentina,Libertadores,74,81,72,74,76,40,69,3510
Edoardo Bove,Bove,CM++,AS Roma,Italy,Serie A TIM,74,66,68,67,74,74,70,3510
David Brooks,Brooks,RM++,AFC Bournemouth,Wales,Premier League,74,65,69,73,77,48,58,3240
Josh Brownhill,Brownhill,CM++,Burnley,England,EFL Championship,74,66,70,72,73,72,77,3510
Matteo Brunori,Brunori,ST++,Palermo,Italy,Serie BKT,74,79,73,63,75,42,74,3510
Pavel Bucha,Bucha,CDM++,FC Cincinnati,Czechia,MLS,74,71,68,74,75,69,71,3510
Tajon Buchanan,Buchanan,RM++,Lombardia FC,Canada,Serie A TIM,74,92,65,66,74,67,73,3510
Adam Buksa,Buksa,ST++,FC Midtjylland,Poland,3F Superliga,74,63,74,57,68,32,77,3240
Wouter Burger,Burger,CDM++,Stoke City,Netherlands,EFL Championship,74,75,63,69,68,69,80,3510
Juan David Cabal,Cabal,LB++,Juventus,Colombia,Serie A TIM,74,71,38,68,65,74,73,3240
Leandro Cabrera,Cabrera,CB++,RCD Espanyol,Uruguay,LALIGA EA SPORTS,74,54,45,57,53,74,79,3240
Anthony Caci,Caci,LB++,1. FSV Mainz 05,France,Bundesliga,74,69,54,70,70,72,74,3510
Nicolò Cambiaghi,Cambiaghi,LW++,Bologna,Italy,Serie A TIM,74,77,72,65,77,38,68,3240
Todd Cantwell,Cantwell,CAM++,Rangers,England,cinch Prem,74,71,67,71,76,43,52,3240
Elia Caprile,Caprile,GK++,SSC Napoli,Italy,Serie A TIM,74,72,72,72,77,48,74,3510
Daniel Cárdenas Líndez,Dani Cárdenas,GK++,Rayo Vallecano,Spain,LALIGA EA SPORTS,74,74,71,73,77,44,68,3510
José Antonio Caro Díaz,Caro,GK++,Cádiz CF,Spain,LALIGA HYPERMOTION,74,74,70,69,75,38,76,3510
Ramiro Carrera,Carrera,CM++,Lanús,Argentina,Sudamericana,74,79,71,73,73,64,76,3510
Leonardo Carrilho Baptistão,Léo Baptistão,RM++,UD Almería,Brazil,LALIGA HYPERMOTION,74,76,73,69,74,33,69,3240
Fábio Leandro Carvalho,Fábio Carvalho,CAM++,Brentford,Portugal,Premier League,74,77,68,68,77,45,51,3240
Vitor Carvalho Vieira,Vitor Carvalho,CDM++,SC Braga,Brazil,Liga Portugal,74,75,62,64,71,72,75,3510
Milton Casco,Casco,LB++,River Plate,Argentina,Libertadores,74,75,68,74,78,67,76,3510
Daniele Casiraghi,Casiraghi,LM++,Südtirol,Italy,Serie BKT,74,76,70,72,73,50,73,3510
Leonardo Castro,Castro,ST++,Millonarios,Colombia,Libertadores,74,80,76,62,71,32,64,3240
Jonathan Castro Otto,Jonny,RB++,PAOK FC,Spain,Hellas Liga,74,68,54,69,74,74,66,3510
Matías Catalán,Catalán,CB++,Talleres,Chile,Libertadores,74,82,58,66,65,74,78,3510
Daniel Cataño,Cataño,CAM++,Millonarios,Colombia,Libertadores,74,69,69,70,73,46,59,3240
Václav Černý,Černý,RM++,Rangers,Czechia,cinch Prem,74,83,70,66,76,38,64,3240
Enrique García Martínez,Kike García,ST++,D. Alavés,Spain,LALIGA EA SPORTS,74,52,75,64,72,44,72,3240
Johan Gastien,Gastien,CDM++,Clermont Foot 63,France,Ligue 2 BKT,74,42,63,66,69,71,74,3240
Dennis Geiger,Geiger,CDM++,TSG Hoffenheim,Germany,Bundesliga,74,45,53,76,79,64,58,3240
Andreas Gianniotis,Gianniotis,GK++,Kasımpaşa,Greece,Trendyol Süper Lig,74,77,71,66,77,38,71,3510
Robert Glatzel,Glatzel,ST++,Hamburger SV,Germany,Bundesliga 2,74,63,74,48,66,30,79,3240
Wilfried Gnonto,Gnonto,RM++,Leeds United,Italy,EFL Championship,74,87,72,65,79,30,66,3240
Yeimar Gómez Andrade,Gómez Andrade,CB++,Sounders FC,Colombia,MLS,74,66,33,49,57,73,86,3240
Sergio Gómez Martín,Sergio Gómez,LB++,Real Sociedad,Spain,LALIGA EA SPORTS,74,69,70,75,77,69,65,3510
Craig Goodwin,Goodwin,LM++,Al Wehda,Australia,ROSHN Saudi League,74,84,73,72,71,59,76,3510
Jon Gorenc Stanković,Gorenc Stanković,CDM++,SK Sturm Graz,Slovenia,Ö. Bundesliga,74,44,46,59,66,75,82,3240
Andreaw Gravillon,Gravillon,CB++,Adana Demirspor,France,Trendyol Süper Lig,74,70,56,49,55,74,77,3240
Florian Grillitsch,Grillitsch,CB++,TSG Hoffenheim,Austria,Bundesliga,74,66,60,76,75,76,68,3510
Kamil Grosicki,Grosicki,LM++,Pogoń Szczecin,Poland,PKO BP Ekstraklasa,74,84,70,73,75,37,60,3240
Brajan Gruda,Gruda,CAM++,Brighton,Germany,Premier League,74,78,71,69,81,30,67,3240
Gabriel Gudmundsson,Gudmundsson,LB++,LOSC Lille,Sweden,Ligue 1 Uber Eats,74,85,64,69,72,67,72,3510
Evann Guessand,Guessand,ST++,OGC Nice,Côte d'Ivoire,Ligue 1 Uber Eats,74,80,72,56,70,27,70,3240
Rafik Guitane,Guitane,RW++,Estoril Praia,Algeria,Liga Portugal,74,76,66,68,80,31,53,3240
Angus Gunn,Gunn,GK++,Norwich,Scotland,EFL Championship,74,75,71,72,76,48,71,3510
Jon Guridi Aldalur,Guridi,CAM++,D. Alavés,Spain,LALIGA EA SPORTS,74,63,66,70,76,62,56,3240
Emmanuel Gyasi,Gyasi,RM++,Empoli,Ghana,Serie A TIM,74,79,64,67,74,48,70,3510
Janik Haberer,Haberer,CM++,Union Berlin,Germany,Bundesliga,74,58,67,71,74,63,71,3510
Amir Hadžiahmetović,Hadžiahmetović,CDM++,Çaykur Rizespor,Bosnia and Herzegovina,Trendyol Süper Lig,74,71,60,73,72,71,76,3510
Ianis Hagi,Hagi,CAM++,Rangers,Romania,cinch Prem,74,63,72,74,75,36,62,3240
Massadio Haïdara,Haïdara,CB++,RC Lens,Mali,Ligue 1 Uber Eats,74,76,60,64,71,73,78,3510
Haris Hajradinović,Hajradinović,CM++,Kasımpaşa,Bosnia and Herzegovina,Trendyol Süper Lig,74,73,68,77,75,55,68,3510
Hákon Arnar Haraldsson,Haraldsson,LM++,LOSC Lille,Iceland,Ligue 1 Uber Eats,74,76,64,71,77,57,68,3510
Gauthier Hein,Hein,CAM++,FC Metz,France,Ligue 2 BKT,74,78,72,73,79,35,57,3240
Mees Hilgers,Hilgers,CB++,FC Twente,Netherlands,Eredivisie,74,74,43,54,59,75,76,3240
Marwin Hitz,Hitz,GK++,FC Basel 1893,Switzerland,CSSL,74,72,73,75,73,42,79,3510
Emil Holm,Holm,RM++,Bologna,Sweden,Serie A TIM,74,82,61,67,71,66,84,3510
Lewis Holtby,Holtby,CM++,Holstein Kiel,Germany,Bundesliga,74,61,66,75,76,63,67,3510
Robin Hranáč,Hranáč,CB++,TSG Hoffenheim,Czechia,Bundesliga,74,69,39,51,53,73,78,3240
Patrik Hrošovský,Hrošovský,CDM++,KRC Genk,Slovakia,1A Pro League,74,61,71,74,74,70,68,3510
Will Hughes,Hughes,CDM++,Crystal Palace,England,Premier League,74,43,63,75,73,71,63,3240
Omari Hutchinson,Hutchinson,RM++,Ipswich,Jamaica,Premier League,74,80,72,68,77,53,62,3510
Elseid Hysaj,Hysaj,LB++,Latium,Albania,Serie A TIM,74,73,51,66,72,72,69,3510
Vicente Iborra de la Fuente,Iborra,CDM++,Levante UD,Spain,LALIGA HYPERMOTION,74,50,66,72,63,73,79,3510
Juan Antonio Iglesias Sánchez,Juan Iglesias,RB++,Getafe CF,Spain,LALIGA EA SPORTS,74,81,39,61,66,71,70,3240
Kelechi Iheanacho,Iheanacho,ST++,Sevilla FC,Nigeria,LALIGA EA SPORTS,74,71,74,69,75,38,71,3240
Danny Ings,Ings,ST++,West Ham,England,Premier League,74,59,77,69,73,45,61,3240
Jackson Irvine,Irvine,CM++,FC St. Pauli,Australia,Bundesliga,74,64,68,70,70,72,79,3510
Carlos Izquierdoz,Izquierdoz,CB++,Lanús,Argentina,Sudamericana,74,48,53,52,53,73,83,3240
Armando Izzo,Izzo,CB++,Monza,Italy,Serie A TIM,74,45,33,47,64,75,73,3240
Iván Jaime Pajuelo,Iván Jaime,LM++,FC Porto,Spain,Liga Portugal,74,74,73,71,76,51,64,3510
Ismail Jakobs,Jakobs,LB++,AS Monaco,Senegal,Ligue 1 Uber Eats,74,84,60,64,73,67,69,3510
Lucas Janson,Janson,LM++,Boca Juniors,Argentina,Sudamericana,74,85,70,66,77,41,65,3510
Martin Jedlička,Jedlička,GK++,Viktoria Plzeň,Czechia,Česká Liga,74,73,74,70,75,35,72,3240
Tin Jedvaj,Jedvaj,CB++,Panathinaikos,Croatia,Hellas Liga,74,70,51,57,64,74,76,3240
Fredrik Jensen,Jensen,CAM++,FC Augsburg,Finland,Bundesliga,74,68,69,71,74,55,73,3510
Moritz Jenz,Jenz,CB++,VfL Wolfsburg,Germany,Bundesliga,74,63,29,50,55,73,80,3240
Raúl Jiménez,Jiménez,ST++,Fulham,Mexico,Premier League,74,54,76,73,73,45,78,3240
Viktor Johansson,Johansson,GK++,Stoke City,Sweden,EFL Championship,74,75,71,70,77,40,73,3510
Jens Jønsson,Jønsson,CDM++,AEK Athens,Denmark,Hellas Liga,74,72,56,65,70,73,75,3510
Min Kyu Joo,Joo Min Kyu,ST++,Ulsan Hyundai,Korea Republic,K League 1,74,69,76,56,69,44,81,3240
Jesse Joronen,Joronen,GK++,Venezia,Finland,Serie A TIM,74,73,73,69,75,47,74,3510
Václav Jurečka,Jurečka,ST++,Slavia Praha,Czechia,Česká Liga,74,74,74,66,71,49,76,3510
Ferran Jutglà Blanch,Jutglà,ST++,Club Brugge,Spain,1A Pro League,74,76,74,65,77,29,76,3240
Lukáš Kalvach,Kalvach,CM++,Viktoria Plzeň,Czechia,Česká Liga,74,64,64,74,73,72,78,3510
Glen Kamara,Kamara,CDM++,Stade Rennais FC,Finland,Ligue 1 Uber Eats,74,74,58,69,77,69,75,3510
Efecan Karaca,Karaca,CAM++,Alanyaspor,Türkiye,Trendyol Süper Lig,74,79,65,72,77,44,50,3240
Oleksandr Karavaiev,Karavaiev,RB++,Dynamo Kyiv,Ukraine,Ukrayina Liha,74,77,57,70,72,68,65,3510
Naby Keïta,Keïta,CM++,SV Werder Bremen,Guinea,Bundesliga,74,60,71,72,81,67,59,3510
Otar Kiteishvili,Kiteishvili,CAM++,SK Sturm Graz,Georgia,Ö. Bundesliga,74,72,71,71,77,67,58,3510
João Klauss de Mello,Klauss,ST++,St. Louis CITY SC,Brazil,MLS,74,64,74,62,66,36,85,3240
Mateusz Klich,Klich,CM++,D.C. United,Poland,MLS,74,64,70,74,72,65,74,3510
Robin Knoche,Knoche,CB++,1. FC Nürnberg,Germany,Bundesliga 2,74,45,42,54,49,76,72,3240
Konstantinos Koulierakis,Koulierakis,CB++,PAOK FC,Greece,Hellas Liga,74,69,43,56,63,74,75,3240
Alex Král,Král,CDM++,RCD Espanyol,Czechia,LALIGA EA SPORTS,74,70,70,69,74,73,76,3510
Lukas Kübler,Kübler,RB++,SC Freiburg,Germany,Bundesliga,74,82,47,60,67,71,73,3510
Marash Kumbulla,Kumbulla,CB++,RCD Espanyol,Albania,LALIGA EA SPORTS,74,39,32,53,56,77,73,3240
Sven Kums,Kums,CM++,KAA Gent,Belgium,1A Pro League,74,39,69,77,72,72,67,3240
Daler Kuzyaev,Kuzyaev,CM++,Havre AC,Russia,Ligue 1 Uber Eats,74,75,68,73,75,71,70,3510
Adam Lallana,Lallana,CAM++,Southampton,England,Premier League,74,52,70,76,76,63,61,3240
Sam Lammers,Lammers,ST++,FC Twente,Netherlands,Eredivisie,74,66,74,65,76,36,69,3240
Loïc Lapoussin,Lapoussin,LM++,R. Union St.-G.,Madagascar,1A Pro League,74,75,67,70,77,66,72,3510
Gautier Larsonneur,Larsonneur,GK++,AS Saint-Étienne,France,Ligue 1 Uber Eats,74,72,72,72,75,52,73,3510
Hugo Larsson,Larsson,CM++,Frankfurt,Sweden,Bundesliga,74,73,63,67,75,65,73,3510
Antonio Latorre Grueso,Toni Lato,LB++,RCD Mallorca,Spain,LALIGA EA SPORTS,74,77,56,71,71,68,62,3510
Darko Lazović,Lazović,LM++,Hellas Verona,Serbia,Serie A TIM,74,71,72,74,75,65,56,3510
Ivan Ordets,Ordets,CB++,VfL Bochum,Ukraine,Bundesliga,74,54,53,49,46,75,80,3240
Mislav Oršić,Oršić,LM++,Trabzonspor,Croatia,Trendyol Süper Lig,74,78,79,71,74,59,60,3510
Patrick Osterhage,Osterhage,CDM++,SC Freiburg,Germany,Bundesliga,74,76,60,68,73,72,75,3510
Juan Ferney Otero,Otero,ST++,R. Sporting,Colombia,LALIGA HYPERMOTION,74,91,73,67,75,31,75,3510
Dango Ouattara,Ouattara,LM++,AFC Bournemouth,Burkina Faso,Premier League,74,85,68,65,77,47,57,3240
Magomed Ozdoev,Ozdoev,CM++,PAOK FC,Russia,Hellas Liga,74,69,71,74,72,72,71,3510
Luis Palma,Palma,LW++,Celtic,Honduras,cinch Prem,74,77,74,75,75,32,63,3240
Amahl Pellegrino,Pellegrino,LW++,SJ Earthquakes,Norway,MLS,74,84,74,68,73,40,60,3240
Patrick Pentz,Pentz,GK++,Brøndby IF,Austria,3F Superliga,74,73,71,71,76,53,72,3510
Rubén Salvador Pérez del Mármol,Rubén Pérez,CDM++,Panathinaikos,Spain,Hellas Liga,74,46,63,70,65,71,70,3240
Romain Perraud,Perraud,LB++,Real Betis,France,LALIGA EA SPORTS,74,69,72,73,74,71,71,3510
Lucas Perrin,Perrin,CB++,Strasbourg,France,Ligue 1 Uber Eats,74,44,35,55,59,76,73,3240
Krzysztof Piątek,Piątek,ST++,Başakşehir,Poland,Trendyol Süper Lig,74,70,75,56,72,36,71,3240
Amos Pieper,Pieper,CB++,SV Werder Bremen,Germany,Bundesliga,74,63,32,52,52,77,75,3240
Joël Piroe,Piroe,ST++,Leeds United,Netherlands,EFL Championship,74,64,75,63,71,29,71,3240
Tommaso Pobega,Pobega,CM++,Bologna,Italy,Serie A TIM,74,74,76,71,75,75,78,3510
Julien Ponceau,Ponceau,CAM++,FC Lorient,France,Ligue 2 BKT,74,76,64,72,78,55,59,3510
Alexander Prass,Prass,CM++,TSG Hoffenheim,Austria,Bundesliga,74,82,65,73,75,69,76,3510
Lukáš Provod,Provod,CM++,Slavia Praha,Czechia,Česká Liga,74,76,73,74,74,67,82,3510
Teemu Pukki,Pukki,ST++,Minnesota United,Finland,MLS,74,75,75,63,72,36,72,3240
Baba Rahman,Rahman,LB++,PAOK FC,Ghana,Hellas Liga,74,75,60,68,69,70,74,3510
Cristian Ramírez,Ramírez,LB++,Ferencvárosi TC,Ecuador,Magyar Liga,74,83,48,72,76,66,70,3510
Moisés Ramírez,Ramírez,GK++,Independiente DV,Ecuador,Libertadores,74,74,71,68,75,33,72,3240
Aaron Ramsey,Ramsey,CM++,Cardiff City,Wales,EFL Championship,74,45,68,77,77,65,61,3240
Luca Ranieri,Ranieri,CB++,Fiorentina,Italy,Serie A TIM,74,70,41,59,68,77,63,3240
Federico Rasmussen,Rasmussen,CB++,Godoy Cruz,Argentina,LPF,74,53,34,64,59,73,85,3240
Federico Redondo,Redondo,CM++,Inter Miami CF,Argentina,MLS,74,72,62,70,74,71,77,3510
Rocco Reitz,Reitz,CM++,M'gladbach,Germany,Bundesliga,74,73,68,70,76,71,65,3510
