Nombre,Alias,Posición,Club,Nación,Liga,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Precio
Diego Hormigo Iturralde,Hormigo,LB++,Sevilla FC,Spain,LALIGA EA SPORTS,64,67,26,53,51,62,57,-1
Santeri Hostikka,Hostikka,LW++,HJK Helsinki,Finland,Finnliiga,64,77,56,61,66,34,59,-1
Marco Huamán,Huamán,RW++,Alianza Lima,Peru,Libertadores,64,70,62,60,65,59,54,-1
Muharem Huskovic,Huskovic,ST++,FK Austria Wien,Austria,Ö. Bundesliga,64,73,62,57,69,20,57,-1
Isaac Hutchinson,Hutchinson,CM++,Bristol Rovers,England,EFL League One,64,72,61,64,66,52,67,-1
Gabriel Iancu,Iancu,ST++,Farul Constanța,Romania,SUPERLIGA,64,63,66,67,67,32,58,-1
Franco Ibarra,Ibarra,CDM++,Rosario Central,Argentina,Libertadores,64,67,45,55,59,65,64,-1
Christopher Ibayi,Ibayi,ST++,AC Ajaccio,Congo,Ligue 2 BKT,64,62,65,48,60,26,66,-1
Sunusi Ibrahim,Ibrahim,ST++,CF Montréal,Nigeria,MLS,64,86,60,53,64,23,70,-1
Tomoki Imai,Imai,CB++,Western United,Japan,A-League,64,57,24,48,55,62,77,-1
Sandro Ingolitsch,Ingolitsch,RB++,SCR Altach,Austria,Ö. Bundesliga,64,71,41,58,62,61,65,-1
Jack Iredale,Iredale,CB++,Bolton,Australia,EFL League One,64,72,43,56,58,61,74,-1
Aziel Jackson,Jackson,CAM++,Columbus Crew,United States,MLS,64,77,57,57,71,33,51,-1
Alexandre Jankewitz,Jankewitz,CDM++,FC Winterthur,Switzerland,CSSL,64,68,57,61,66,58,71,-1
Paweł Jaroszyński,Jaroszyński,LM++,Cracovia,Poland,PKO BP Ekstraklasa,64,63,53,63,63,64,71,-1
Seedy Jatta,Jatta,ST++,SK Sturm Graz,Norway,Ö. Bundesliga,64,81,61,46,66,26,67,-1
Mikel Jauregizar Alboniga,Jauregizar,CM++,Athletic Club,Spain,LALIGA EA SPORTS,64,60,55,57,62,56,57,-1
Mehdi Jeannin,Jeannin,GK++,Pau FC,Algeria,Ligue 2 BKT,64,66,62,65,66,49,61,-1
Keegan Jelacic,Jelacic,LM++,Brisbane Roar,Australia,A-League,64,74,57,60,65,54,69,-1
Fredrik Oldrup Jensen,Jensen,CDM++,NAC Breda,Norway,Eredivisie,64,50,51,57,60,63,70,-1
Woo Jae Jeong,Jeong Woo Jae,LB++,Jeonbuk Hyundai,Korea Republic,K League 1,64,73,59,60,66,59,71,-1
Dong Won Ji,Ji Dong Won,ST++,Suwon FC,Korea Republic,K League 1,64,52,64,56,60,40,67,-1
Tao Jian,Jian Tao,GK++,Rongcheng FC,China PR,CSL,64,60,67,57,69,19,64,-1
Magno João Victo,João Magno,ST++,GwangJu FC,Brazil,K League 1,64,68,65,44,56,28,81,-1
Marcel Johnen,Johnen,GK++,Aleman. Aachen,Germany,3. Liga,64,68,60,64,68,27,59,-1
Callum Johnson,Johnson,RB++,Bradford City,England,EFL League Two,64,73,45,57,60,60,71,-1
Max Johnston,Johnston,RB++,SK Sturm Graz,Scotland,Ö. Bundesliga,64,81,36,58,60,57,64,-1
Jamie Jones,Jones,GK++,Salford City,England,EFL League Two,64,64,63,66,64,34,64,-1
Antonio Jonjić,Jonjić,ST++,Wehen Wiesbaden,Germany,3. Liga,64,76,62,57,69,31,64,-1
Viðar Ari Jónsson,Jónsson,RW++,HamKam Fotball,Iceland,Eliteserien,64,80,56,59,63,60,66,-1
Marcelo Jorquera,Jorquera,LB++,Cobresal,Chile,Libertadores,64,73,39,59,63,58,70,-1
Joel Jorquera Romero,Jorquera,LM++,CD Eldense,Spain,LALIGA HYPERMOTION,64,70,53,61,64,28,51,-1
Kyle Joseph,Joseph,ST++,Blackpool,Scotland,EFL League One,64,75,62,53,65,23,60,-1
Andreas Jungdal,Jungdal,GK++,Cremonese,Denmark,Serie BKT,64,67,61,57,67,23,63,-1
Elton Kabangu,Kabangu,ST++,R. Union St.-G.,Belgium,1A Pro League,64,77,62,60,68,33,52,-1
Sullay Kaikai,Kaikai,RM++,Cambridge Utd,Sierra Leone,EFL League One,64,82,61,60,66,48,52,-1
Sherif Kallaku,Kallaku,CAM++,Sepsi OSK,Albania,SUPERLIGA,64,69,60,62,65,36,44,-1
Mohammed Kamara,Kamara,LW++,CFR 1907 Cluj,Liberia,SUPERLIGA,64,76,59,56,67,29,64,-1
Krzysztof Kamiński,Kamiński,GK++,Pogoń Szczecin,Poland,PKO BP Ekstraklasa,64,64,61,65,65,36,66,-1
Bernard Kamungo,Kamungo,RM++,FC Dallas,United States,MLS,64,77,64,54,67,45,48,-1
Abdoulaye Kanté,Kanté,CDM++,ESTAC Troyes,Côte d'Ivoire,Ligue 2 BKT,64,63,40,55,60,63,62,-1
Juan Cruz Kaprof,Kaprof,ST++,FC Botoșani,Argentina,SUPERLIGA,64,76,63,59,63,32,64,-1
Malte Karbstein,Karbstein,CB++,SV Waldhof,Germany,3. Liga,64,61,36,48,51,63,71,-1
Jadel Katongo,Katongo,RB++,Manchester City,England,Premier League,64,70,36,55,58,61,68,-1
Lars Kehl,Kehl,RW++,VfL Osnabrück,Germany,3. Liga,64,66,61,61,67,39,57,-1
Felix Keidel,Keidel,CM++,FC Ingolstadt 04,Germany,3. Liga,64,70,42,63,66,57,59,-1
Kader Keïta,Keïta,CDM++,CFR 1907 Cluj,Côte d'Ivoire,SUPERLIGA,64,66,44,56,61,61,71,-1
Jonas Kersken,Kersken,GK++,Arminia Bielefeld,Germany,3. Liga,64,67,45,66,70,25,67,-1
Hugo Keto,Keto,GK++,Sandefjord,Finland,Eliteserien,64,65,62,60,64,46,63,-1
Anan Khalaili,Khalaili,RW++,R. Union St.-G.,Israel,1A Pro League,64,76,62,56,67,25,59,-1
Benji Kikanović,Kikanović,LM++,SJ Earthquakes,United States,MLS,64,87,58,49,64,24,63,-1
Alfie Kilgour,Kilgour,CB++,Mansfield Town,England,EFL League One,64,64,46,44,52,62,73,-1
Tae Han Kim,Kim Tae Han,CB++,Suwon FC,Korea Republic,K League 1,64,52,21,34,32,66,71,-1
Jin Ya Kim,Kim Jin Ya,RB++,FC Seoul,Korea Republic,K League 1,64,81,53,58,64,56,63,-1
Tae Hyun Kim,Kim Tae Hyun,RB++,Jeonbuk Hyundai,Korea Republic,K League 1,64,68,48,59,62,57,64,-1
Tom King,King,GK++,Wolves,Wales,Premier League,64,64,63,61,64,42,63,-1
Kristian Kirkegaard,Kirkegaard,LM++,Vejle Boldklub,Denmark,3F Superliga,64,75,61,61,64,35,56,-1
Pål Alexander Kirkevold,Kirkevold,ST++,HamKam Fotball,Norway,Eliteserien,64,56,64,62,62,33,77,-1
Thibault Klidje,Klidje,ST++,FC Luzern,Togo,CSSL,64,81,63,56,69,26,63,-1
Antoni Klimek,Klimek,LW++,Widzew Łódź,Poland,PKO BP Ekstraklasa,64,73,58,56,68,51,59,-1
Matija Boben,Boben,CB++,CFR 1907 Cluj,Slovenia,SUPERLIGA,64,48,28,40,42,63,75,-1
Melayro Bogarde,Bogarde,CDM++,LASK,Netherlands,Ö. Bundesliga,64,60,30,52,65,65,62,-1
Lamare Bogarde,Bogarde,CDM++,Aston Villa,Netherlands,Premier League,64,64,46,57,61,63,69,-1
Agustín Bolivar,Bolivar,CDM++,Gimnasia,Argentina,LPF,64,61,46,58,61,64,63,-1
Luke Bolton,Bolton,RB++,Wrexham AFC,England,EFL League One,64,83,55,59,66,54,68,-1
André Boman,Boman,RB++,Halmstads BK,Sweden,Allsvenskan,64,79,49,58,65,57,65,-1
Elliot Bonds,Bonds,CDM++,Fleetwood Town,Guyana,EFL League Two,64,65,49,57,60,60,75,-1
Dennis Borkowski,Borkowski,ST++,FC Ingolstadt 04,Germany,3. Liga,64,72,63,54,66,32,64,-1
Tim Boss,Boss,GK++,SV Elversberg,Germany,Bundesliga 2,64,67,62,60,64,48,62,-1
Yassine Bouchama,Bouchama,CAM++,Preußen Münster,Germany,Bundesliga 2,64,67,59,63,66,50,59,-1
Abdelrahman Boudah,Boudah,LW++,Västerås SK,Sweden,Allsvenskan,64,72,59,60,67,41,63,-1
Jordan Bowery,Bowery,RB++,Mansfield Town,England,EFL League One,64,83,57,52,60,57,76,-1
