Nombre,Alias,Posición,Club,Nación,Liga,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Precio
Bukayo Saka,Saka,RW++,Arsenal,England,Premier League,87,85,83,81,88,60,70,346500
Declan Rice,Rice,CDM++,Arsenal,England,Premier League,87,73,72,82,79,84,85,371250
Bruno Miguel Borges Fernandes,Bruno Fernandes,CAM++,Manchester Utd,Portugal,Premier League,87,70,85,88,83,65,75,346500
Heung Min Son,Son,ST++,Spurs,Korea Republic,Premier League,87,87,89,81,85,42,73,346500
İlkay Gündoğan,Gündoğan,CM++,Manchester City,Germany,Premier League,87,62,83,85,87,74,73,346500
Emiliano Martínez,Martínez,GK++,Aston Villa,Argentina,Premier League,87,84,82,83,86,56,87,371250
Paulo Dybala,Dybala,CAM++,AS Roma,Argentina,Serie A TIM,87,80,85,84,89,41,65,321750
Theo Hernández,Hernández,LB++,Milano FC,France,Serie A TIM,87,95,76,78,84,81,89,396000
Neymar da Silva Santos Jr.,Neymar Jr,LW++,Al Hilal,Brazil,ROSHN Saudi League,87,85,79,84,92,37,60,321750
Frenkie de Jong,de Jong,CM++,FC Barcelona,Netherlands,LALIGA EA SPORTS,87,82,69,86,87,77,78,371250
Jamal Musiala,Musiala,CAM++,FC Bayern München,Germany,Bundesliga,87,84,81,78,90,63,64,346500
Marcos Aoás Corrêa,Marquinhos,CB++,Paris SG,Brazil,Ligue 1 Uber Eats,87,79,56,75,74,89,81,346500
Victor Osimhen,Osimhen,ST++,SSC Napoli,Nigeria,Serie A TIM,87,89,84,65,81,42,82,321750
Mike Maignan,Maignan,GK++,Milano FC,France,Serie A TIM,87,84,83,85,88,64,84,371250
Alessandro Bastoni,Bastoni,CB++,Lombardia FC,Italy,Serie A TIM,87,75,43,75,76,87,83,321750
Nicolò Barella,Barella,CM++,Lombardia FC,Italy,Serie A TIM,87,81,78,83,86,80,82,371250
Yann Sommer,Sommer,GK++,Lombardia FC,Switzerland,Serie A TIM,87,83,84,85,89,50,86,371250
Victor Osimhen,Osimhen,ST++,Galatasaray,Nigeria,Trendyol Süper Lig,87,89,84,65,81,42,82,321750
Alexis Mac Allister,Mac Allister,CM++,Liverpool,Argentina,Premier League,86,69,82,85,84,76,76,252000
Trent Alexander-Arnold,Alexander-Arnold,RB++,Liverpool,England,Premier League,86,75,72,90,80,80,74,252000
Gleison Bremer Silva Nascimento,Bremer,CB++,Juventus,Brazil,Serie A TIM,86,82,50,58,66,86,85,234000
C. Ronaldo dos Santos Aveiro,Cristiano Ronaldo,ST++,Al Nassr,Portugal,ROSHN Saudi League,86,77,88,77,80,34,77,234000
Karim Benzema,Benzema,ST++,Al Ittihad,France,ROSHN Saudi League,86,77,85,81,84,38,77,234000
João Pedro Cavaco Cancelo,João Cancelo,LB++,Manchester City,Portugal,Premier League,86,81,73,85,85,80,72,270000
Rodrygo Silva de Goes,Rodrygo,RW++,Real Madrid,Brazil,LALIGA EA SPORTS,86,89,81,79,88,31,64,234000
Luka Modrić,Modrić,CM++,Real Madrid,Croatia,LALIGA EA SPORTS,86,72,76,88,87,71,64,252000
Daniel Carvajal Ramos,Carvajal,RB++,Real Madrid,Spain,LALIGA EA SPORTS,86,81,58,79,81,81,79,252000
Pedro González López,Pedri,CM++,FC Barcelona,Spain,LALIGA EA SPORTS,86,77,69,82,88,70,74,252000
Unai Simón Mendibil,Unai Simón,GK++,Athletic Club,Spain,LALIGA EA SPORTS,86,85,81,78,86,49,85,252000
Granit Xhaka,Xhaka,CDM++,Leverkusen,Switzerland,Bundesliga,86,50,75,85,74,79,82,234000
Alejandro Grimaldo García,Grimaldo,LM++,Leverkusen,Spain,Bundesliga,86,74,73,88,85,76,71,252000
Jonathan Tah,Tah,CB++,Leverkusen,Germany,Bundesliga,86,71,38,60,62,86,84,234000
Joshua Kimmich,Kimmich,RB++,FC Bayern München,Germany,Bundesliga,86,69,74,88,84,81,77,252000
Manuel Neuer,Neuer,GK++,FC Bayern München,Germany,Bundesliga,86,83,81,90,83,49,88,252000
Ousmane Dembélé,Dembélé,RW++,Paris SG,France,Ligue 1 Uber Eats,86,92,75,82,88,41,57,234000
Gabriel dos S. Magalhães,Gabriel,CB++,Arsenal,Brazil,Premier League,86,69,41,63,61,86,82,234000
Rafael da Conceição Leão,Rafael Leão,LW++,Milano FC,Portugal,Serie A TIM,86,94,79,80,87,28,77,234000
Hakan Çalhanoğlu,Çalhanoğlu,CDM++,Lombardia FC,Türkiye,Serie A TIM,86,71,80,87,85,79,76,270000
João Pedro Cavaco Cancelo,João Cancelo,LB++,Al Hilal,Portugal,ROSHN Saudi League,86,81,73,85,85,80,72,270000
Cole Palmer,Palmer,RM++,Chelsea,England,Premier League,85,75,82,83,86,50,66,146250
Julian Brandt,Brandt,CAM++,Borussia Dortmund,Germany,Bundesliga,85,71,79,85,86,50,70,146250
Alexander Isak,Isak,ST++,Newcastle Utd,Sweden,Premier League,85,85,84,73,86,39,74,146250
Ollie Watkins,Watkins,ST++,Aston Villa,England,Premier League,85,85,83,73,80,50,83,157500
Andrew Robertson,Robertson,LB++,Liverpool,Scotland,Premier League,85,78,61,82,79,81,78,157500
John Stones,Stones,CB++,Manchester City,England,Premier League,85,69,58,75,79,85,77,146250
James Maddison,Maddison,CAM++,Spurs,England,Premier League,85,71,81,86,86,54,63,146250
Diogo José Teixeira da Silva,Diogo Jota,ST++,Liverpool,Portugal,Premier League,85,82,82,75,84,57,79,157500
Khvicha Kvaratskhelia,Kvaratskhelia,LW++,SSC Napoli,Georgia,Serie A TIM,85,86,79,80,86,41,71,146250
João Maria Palhinha Gonçalves,Palhinha,CDM++,FC Bayern München,Portugal,Bundesliga,85,52,68,72,74,85,90,146250
Nicholas Williams Arthuer,Nico Williams,LM++,Athletic Club,Spain,LALIGA EA SPORTS,85,93,75,78,86,36,65,146250
Sergej Milinković-Savić,Milinković-Savić,CM++,Al Hilal,Serbia,ROSHN Saudi League,85,64,80,81,82,78,88,157500
Riyad Mahrez,Mahrez,RM++,Al Ahli,Algeria,ROSHN Saudi League,85,79,81,81,88,39,62,146250
N'Golo Kanté,Kanté,CDM++,Al Ittihad,France,ROSHN Saudi League,85,76,65,73,80,85,78,157500
Giorgi Mamardashvili,Mamardashvili,GK++,Valencia CF,Georgia,LALIGA EA SPORTS,85,86,83,72,85,48,85,157500
Éder Gabriel Militão,Éder Militão,CB++,Real Madrid,Brazil,LALIGA EA SPORTS,85,85,50,69,71,85,82,146250
Ronald Araujo,Araujo,CB++,FC Barcelona,Uruguay,LALIGA EA SPORTS,85,82,53,64,62,85,84,146250
Jules Koundé,Koundé,RB++,FC Barcelona,France,LALIGA EA SPORTS,85,84,45,70,75,86,80,146250
Aurélien Tchouaméni,Tchouaméni,CDM++,Real Madrid,France,LALIGA EA SPORTS,85,73,69,79,78,82,82,157500
David Alaba,Alaba,CB++,Real Madrid,Austria,LALIGA EA SPORTS,85,79,71,83,80,85,77,168750
Nico Schlotterbeck,Schlotterbeck,CB++,Borussia Dortmund,Germany,Bundesliga,85,77,59,70,73,85,82,146250
Leroy Sané,Sané,RM++,FC Bayern München,Germany,Bundesliga,85,90,83,80,86,37,70,146250
Loïs Openda,Openda,ST++,RB Leipzig,Belgium,Bundesliga,85,93,84,69,81,31,79,146250
Bruno Guimarães Moura,Bruno Guimarães,CDM++,Newcastle Utd,Brazil,Premier League,85,68,75,83,84,79,83,157500
Vítor Machado Ferreira,Vitinha,CM++,Paris SG,Portugal,Ligue 1 Uber Eats,85,72,77,84,87,73,68,157500
Mikel Merino Zazón,Mikel Merino,CM++,Real Sociedad,Spain,LALIGA EA SPORTS,85,72,79,82,82,83,82,168750
Sandro Tonali,Tonali,CDM++,Newcastle Utd,Italy,Premier League,85,84,74,81,81,82,82,168750
Mikel Merino Zazón,Mikel Merino,CM++,Arsenal,Spain,Premier League,85,72,79,82,82,83,82,168750
Hummels,Hummels,CB++,AS Roma,Germany,Serie A TIM,85,50,59,76,70,86,77,146250
Szczesny,Szczesny,GK++,FC Barcelona,Poland,LALIGA EA SPORTS,85,83,83,74,87,49,85,157500
Khvicha Kvaratskhelia,Kvaratskhelia,LW++,Paris SG,Georgia,Ligue 1 Uber Eats,85,86,79,80,86,41,71,146250
Dušan Vlahović,Vlahović,ST++,Juventus,Serbia,Serie A TIM,84,78,84,69,79,29,83,118625
Viktor Gyökeres,Gyökeres,ST++,Sporting CP,Sweden,Liga Portugal,84,90,83,67,80,36,91,118625
Kyle Walker,Walker,RB++,Manchester City,England,Premier League,84,89,64,77,78,79,81,127750
Jack Grealish,Grealish,LW++,Manchester City,England,Premier League,84,76,76,82,88,53,73,118625
Cristian Romero,Romero,CB++,Spurs,Argentina,Premier League,84,68,46,59,66,85,81,118625
Artem Dovbyk,Dovbyk,ST++,AS Roma,Ukraine,Serie A TIM,84,84,85,69,79,34,81,118625
Guglielmo Vicario,Vicario,GK++,Spurs,Italy,Premier League,84,84,80,79,87,52,84,127750
Federico Chiesa,Chiesa,RW++,Juventus,Italy,Serie A TIM,84,93,83,76,86,52,75,127750
Matthijs de Ligt,de Ligt,CB++,Manchester Utd,Netherlands,Premier League,84,62,61,63,67,85,83,118625
Sadio Mané,Mané,LM++,Al Nassr,Senegal,ROSHN Saudi League,84,83,81,78,86,44,75,118625
Rúben Diogo da Silva Neves,Rúben Neves,CDM++,Al Hilal,Portugal,ROSHN Saudi League,84,57,75,86,77,77,77,118625
Kalidou Koulibaly,Koulibaly,CB++,Al Hilal,Senegal,ROSHN Saudi League,84,76,48,64,67,85,84,118625
Yassine Bounou,Bounou,GK++,Al Hilal,Morocco,ROSHN Saudi League,84,81,82,77,86,38,83,118625
Christopher Nkunku,Nkunku,CAM++,Chelsea,France,Premier League,84,81,81,81,86,60,67,127750
Alejandro Remiro Gargallo,Álex Remiro,GK++,Real Sociedad,Spain,LALIGA EA SPORTS,84,84,79,80,86,42,86,127750
Iago Aspas Juncal,Iago Aspas,ST++,RC Celta,Spain,LALIGA EA SPORTS,84,81,86,79,86,35,65,118625
Rodrigo De Paul,De Paul,CM++,Atlético de Madrid,Argentina,LALIGA EA SPORTS,84,76,77,83,82,76,82,136875
Julián Álvarez,Álvarez,ST++,Atlético de Madrid,Argentina,LALIGA EA SPORTS,84,85,84,80,85,57,78,127750
Manuel Akanji,Akanji,CB++,Manchester City,Switzerland,Premier League,84,78,48,71,75,85,82,118625
Nathan Aké,Aké,CB++,Manchester City,Netherlands,Premier League,84,76,53,72,75,84,77,118625
Kingsley Coman,Coman,LM++,FC Bayern München,France,Bundesliga,84,89,75,79,87,30,62,118625
Lukáš Hrádecký,Hrádecký,GK++,Leverkusen,Finland,Bundesliga,84,85,80,69,87,40,82,118625
Aleix García Serrano,Aleix García,CM++,Leverkusen,Spain,Bundesliga,84,67,77,85,84,76,68,127750
Marcel Sabitzer,Sabitzer,CM++,Borussia Dortmund,Austria,Bundesliga,84,76,84,81,82,75,79,136875
Jeremie Frimpong,Frimpong,RM++,Leverkusen,Netherlands,Bundesliga,84,93,62,75,86,75,69,127750
Exequiel Palacios,Palacios,CM++,Leverkusen,Argentina,Bundesliga,84,69,76,79,82,82,73,127750
Serhou Guirassy,Guirassy,ST++,Borussia Dortmund,Guinea,Bundesliga,84,69,86,71,80,39,79,118625
Daniel Olmo Carvajal,Dani Olmo,CAM++,FC Barcelona,Spain,LALIGA EA SPORTS,84,73,77,82,87,50,57,118625
Benjamin Pavard,Pavard,CB++,Lombardia FC,France,Serie A TIM,84,75,67,75,75,86,81,127750
Carlos Henrique Venancio Casimiro,Casemiro,CDM++,Manchester Utd,Brazil,Premier League,84,38,74,77,69,82,82,118625
Benjamin White,White,RB++,Arsenal,England,Premier League,84,73,35,77,78,83,80,118625
Francesco Acerbi,Acerbi,CB++,Lombardia FC,Italy,Serie A TIM,84,60,50,64,65,86,80,118625
Raphael Dias Belloli,Raphinha,RW++,FC Barcelona,Brazil,LALIGA EA SPORTS,84,91,79,78,86,53,73,127750
Luis Díaz,Díaz,LW++,Liverpool,Colombia,Premier League,84,90,80,75,87,39,75,118625
Federico Dimarco,Dimarco,LB++,Lombardia FC,Italy,Serie A TIM,84,80,77,84,83,78,81,136875
Achraf Hakimi,Hakimi,RB++,Paris SG,Morocco,Ligue 1 Uber Eats,84,91,76,80,80,75,78,136875
Lisandro Martínez,Martínez,CB++,Manchester Utd,Argentina,Premier League,84,71,59,78,79,85,81,127750
Diogo Meireles Costa,Diogo Costa,GK++,FC Porto,Portugal,Liga Portugal,84,83,78,82,86,35,83,118625
Ferland Mendy,Mendy,LB++,Real Madrid,France,LALIGA EA SPORTS,84,89,64,76,76,81,85,127750
Federico Chiesa,Chiesa,RW++,Liverpool,Italy,Premier League,84,93,83,76,86,52,75,127750
De Gea Quintana,De Gea,GK++,Fiorentina,Spain,Serie A TIM,84,84,75,68,86,46,83,118625
Kyle Walker,Walker,RB++,Milano FC,England,Serie A TIM,84,89,64,77,78,79,81,127750
Leandro Trossard,Trossard,LW++,Arsenal,Belgium,Premier League,83,82,81,80,85,30,61,92625
Lorenzo Pellegrini,Pellegrini,CAM++,AS Roma,Italy,Serie A TIM,83,79,78,83,83,74,78,106875
Pedro Antonio Porro Sauceda,Pedro Porro,RB++,Spurs,Spain,Premier League,83,82,73,80,81,78,77,99750
Cody Gakpo,Gakpo,ST++,Liverpool,Netherlands,Premier League,83,82,83,78,83,48,75,92625
Ibrahima Konaté,Konaté,CB++,Liverpool,France,Premier League,83,75,34,59,68,83,84,92625
Douglas Luiz Soares de Paulo,Douglas Luiz,CM++,Juventus,Brazil,Serie A TIM,83,66,78,85,80,75,76,99750
Rafael A. Ferreira Silva,Rafa,CAM++,Beşiktaş,Portugal,Trendyol Süper Lig,83,93,77,77,86,50,54,92625
Dušan Tadić,Tadić,LM++,Fenerbahçe,Serbia,Trendyol Süper Lig,83,64,79,85,81,43,78,92625
Aymeric Laporte,Laporte,CB++,Al Nassr,Spain,ROSHN Saudi League,83,55,50,74,70,85,76,92625
Moussa Diaby,Diaby,RM++,Al Ittihad,France,ROSHN Saudi League,83,95,75,74,86,43,53,92625
Yannick Carrasco,Carrasco,LW++,Al Shabab,Belgium,ROSHN Saudi League,83,88,81,80,85,59,67,99750
Olivier Giroud,Giroud,ST++,LAFC,France,MLS,83,45,84,74,75,42,81,92625
Xavi Simons,Simons,CAM++,RB Leipzig,Netherlands,Bundesliga,83,81,77,80,86,61,71,99750
Edmond Tapsoba,Tapsoba,CB++,Leverkusen,Burkina Faso,Bundesliga,83,75,54,68,70,85,79,92625
Nuno Alexandre Tavares Mendes,Nuno Mendes,LB++,Paris SG,Portugal,Ligue 1 Uber Eats,83,89,58,76,82,78,76,99750
Marcus Thuram,Thuram,ST++,Lombardia FC,France,Serie A TIM,83,87,81,77,82,50,84,99750
Fikayo Tomori,Tomori,CB++,Milano FC,England,Serie A TIM,83,84,40,60,68,85,80,92625
Lucas Torreira,Torreira,CDM++,Galatasaray,Uruguay,Trendyol Süper Lig,83,76,69,78,81,81,81,99750
Kieran Trippier,Trippier,RB++,Newcastle Utd,England,Premier League,83,67,65,85,78,81,72,92625
Viktor Tsygankov,Tsygankov,RM++,Girona FC,Ukraine,LALIGA EA SPORTS,83,85,80,81,82,46,62,92625
Mattia Zaccagni,Zaccagni,LW++,Latium,Italy,Serie A TIM,83,87,77,75,88,57,66,99750
Duván Zapata,Zapata,ST++,Torino,Colombia,Serie A TIM,83,73,82,64,78,35,88,92625
Marcos Acuña,Acuña,LB++,River Plate,Argentina,Libertadores,83,74,74,82,82,80,84,106875
Robert Andrich,Andrich,CDM++,Leverkusen,Germany,Bundesliga,83,54,77,76,73,83,83,92625
Ismaël Bennacer,Bennacer,CDM++,Milano FC,Algeria,Serie A TIM,83,77,73,82,85,78,75,99750
Domenico Berardi,Berardi,RW++,Sassuolo,Italy,Serie BKT,83,79,81,78,85,36,70,92625
Eduardo Camavinga,Camavinga,CM++,Real Madrid,France,LALIGA EA SPORTS,83,80,67,81,84,78,80,99750
Andreas Christensen,Christensen,CB++,FC Barcelona,Denmark,LALIGA EA SPORTS,83,67,32,68,71,85,76,85500
Stefan de Vrij,de Vrij,CB++,Lombardia FC,Netherlands,Serie A TIM,83,62,41,65,69,85,75,85500
Ángel Di María,Di María,RM++,SL Benfica,Argentina,Liga Portugal,83,76,80,85,88,48,66,92625
Youssef En-Nesyri,En-Nesyri,ST++,Fenerbahçe,Morocco,Trendyol Süper Lig,83,82,82,63,77,36,80,92625
José María Giménez,Giménez,CB++,Atlético de Madrid,Uruguay,LALIGA EA SPORTS,83,71,46,58,61,85,82,92625
Leon Goretzka,Goretzka,CM++,FC Bayern München,Germany,Bundesliga,83,70,80,80,81,80,85,106875
Joško Gvardiol,Gvardiol,LB++,Manchester City,Croatia,Premier League,83,79,69,74,78,83,83,99750
Kai Havertz,Havertz,ST++,Arsenal,Germany,Premier League,83,77,81,80,82,49,72,92625
Lucas Hernández,Hernández,CB++,Paris SG,France,Ligue 1 Uber Eats,83,74,54,72,71,84,78,92625
Mauro Icardi,Icardi,ST++,Galatasaray,Argentina,Trendyol Süper Lig,83,68,83,71,76,40,75,92625
Min Jae Kim,Kim Min Jae,CB++,FC Bayern München,Korea Republic,Bundesliga,83,76,33,57,63,85,83,85500
Teun Koopmeiners,Koopmeiners,CM++,Bergamo Calcio,Netherlands,Serie A TIM,83,66,78,83,78,75,78,99750
Mateo Kovačić,Kovačić,CM++,Manchester City,Croatia,Premier League,83,69,67,82,87,71,70,92625
Konrad Laimer,Laimer,CDM++,FC Bayern München,Austria,Bundesliga,83,80,69,77,77,82,78,99750
Robin Le Normand,Le Normand,CB++,Atlético de Madrid,Spain,LALIGA EA SPORTS,83,62,26,54,60,84,79,85500
Marcos Llorente Moreno,Marcos Llorente,RM++,Atlético de Madrid,Spain,LALIGA EA SPORTS,83,89,79,78,80,79,81,106875
Manuel Locatelli,Locatelli,CDM++,Juventus,Italy,Serie A TIM,83,64,70,80,78,79,80,99750
Donyell Malen,Malen,RM++,Borussia Dortmund,Netherlands,Bundesliga,83,89,81,74,85,35,72,92625
Gabriel Teodoro Martinelli Silva,Gabriel Martinelli,LW++,Arsenal,Brazil,Premier League,83,89,78,75,85,46,72,92625
Henrikh Mkhitaryan,Mkhitaryan,CM++,Lombardia FC,Armenia,Serie A TIM,83,78,79,82,84,72,77,99750
Álvaro Borja Morata Martín,Morata,ST++,Milano FC,Spain,Serie A TIM,83,82,81,73,80,31,79,92625
Gerard Moreno Balagueró,Gerard Moreno,ST++,Villarreal CF,Spain,LALIGA EA SPORTS,83,77,85,77,81,46,72,92625
André Onana,Onana,GK++,Manchester Utd,Cameroon,Premier League,83,83,75,87,86,61,79,99750
Willi Orban,Orban,CB++,RB Leipzig,Hungary,Bundesliga,83,58,36,56,56,85,78,85500
Pablo Martín Páez Gavira,Gavi,CM++,FC Barcelona,Spain,LALIGA EA SPORTS,83,76,66,78,85,68,70,92625
Daniel Parejo Muñoz,Parejo,CM++,Villarreal CF,Spain,LALIGA EA SPORTS,83,52,80,88,78,74,69,92625
Pedro António Pereira Gonçalves,Pedro Gonçalves,LW++,Sporting CP,Portugal,Liga Portugal,83,78,82,84,84,63,68,99750
Jordan Pickford,Pickford,GK++,Everton,England,Premier League,83,83,78,88,87,53,80,99750
Nick Pope,Pope,GK++,Newcastle Utd,England,Premier League,83,82,82,75,85,49,82,99750
Ivan Provedel,Provedel,GK++,Latium,Italy,Serie A TIM,83,84,79,80,85,42,84,99750
Christian Pulisic,Pulisic,RW++,Milano FC,United States,Serie A TIM,83,88,82,78,86,37,63,92625
David Raya Martin,David Raya,GK++,Arsenal,Spain,Premier League,83,82,81,86,82,57,81,99750
Jorge Resurrección,Koke,CDM++,Atlético de Madrid,Spain,LALIGA EA SPORTS,83,69,72,84,79,77,78,99750
Guido Rodríguez,Rodríguez,CDM++,West Ham,Argentina,Premier League,83,51,58,72,70,85,80,92625
Alessio Romagnoli,Romagnoli,CB++,Latium,Italy,Serie A TIM,83,64,40,56,69,85,79,85500
Teun Koopmeiners,Koopmeiners,CM++,Juventus,Netherlands,Serie A TIM,83,66,78,83,78,75,78,99750
Rabiot,Rabiot,CM++,OM,France,Ligue 1 Uber Eats,83,82,76,80,79,82,86,106875
Álvaro Borja Morata Martín,Morata,ST++,Galatasaray,Spain,Trendyol Süper Lig,83,82,81,73,80,31,79,92625
Ismaël Bennacer,Bennacer,CDM++,OM,Algeria,Ligue 1 Uber Eats,83,77,73,82,85,78,75,99750
Donyell Malen,Malen,RM++,Aston Villa,Netherlands,Premier League,83,89,81,74,85,35,72,92625
Leon Bailey,Bailey,RM++,Aston Villa,Jamaica,Premier League,82,90,78,77,86,38,62,66625
Gianluca Mancini,Mancini,CB++,AS Roma,Italy,Serie A TIM,82,71,45,56,64,83,85,66625
Destiny Udogie,Udogie,LB++,Spurs,Italy,Premier League,82,88,65,74,80,78,80,71750
Micky van de Ven,van de Ven,CB++,Spurs,Netherlands,Premier League,82,88,47,64,71,83,81,66625
Giovanni Di Lorenzo,Di Lorenzo,RB++,SSC Napoli,Italy,Serie A TIM,82,83,67,73,76,79,80,71750
Danilo Luiz da Silva,Danilo,CB++,Juventus,Brazil,Serie A TIM,82,76,67,74,74,84,77,71750
Iñaki Williams Arthuer,Iñaki Williams,RM++,Athletic Club,Ghana,LALIGA EA SPORTS,82,94,81,72,80,45,84,71750
Koen Casteels,Casteels,GK++,Al Qadisiyah,Belgium,ROSHN Saudi League,82,82,79,74,85,45,83,66625
Fábio Henrique Tavares,Fabinho,CDM++,Al Ittihad,Brazil,ROSHN Saudi League,82,58,69,78,77,80,82,66625
Marcelo Brozović,Brozović,CDM++,Al Nassr,Croatia,ROSHN Saudi League,82,66,74,79,80,80,80,71750
Franck Yannick Kessié,Kessié,CDM++,Al Ahli,Côte d'Ivoire,ROSHN Saudi League,82,79,77,74,79,80,88,76875
Otávio Edmilson da Silva Monteiro,Otávio,CAM++,Al Nassr,Portugal,ROSHN Saudi League,82,78,71,81,85,67,74,71750
Aleksandar Mitrović,Mitrović,ST++,Al Hilal,Serbia,ROSHN Saudi League,82,64,82,62,73,28,88,61500
Pierre-Emerick Aubameyang,Aubameyang,ST++,Al Qadisiyah,Gabon,ROSHN Saudi League,82,84,83,72,78,35,63,66625
José Ignacio Fernández Iglesias,Nacho Fernández,CB++,Al Qadisiyah,Spain,ROSHN Saudi League,82,73,37,68,71,82,79,66625
Malcom Filipe Silva de Oliveira,Malcom,CAM++,Al Hilal,Brazil,ROSHN Saudi League,82,84,79,79,84,43,72,66625
Enzo Fernández,Fernández,CM++,Chelsea,Argentina,Premier League,82,69,73,82,80,73,77,71750
Moisés Caicedo,Caicedo,CDM++,Chelsea,Ecuador,Premier League,82,75,63,75,78,79,78,66625
Reece James,James,RB++,Chelsea,England,Premier League,82,78,72,83,82,82,82,76875
Anderson Souza Conceição,Anderson Talisca,RM++,Al Nassr,Brazil,ROSHN Saudi League,82,79,84,78,83,53,75,71750
Luis Suárez,Suárez,ST++,Inter Miami CF,Uruguay,MLS,82,64,85,78,77,41,75,66625
Matthias Ginter,Ginter,CB++,SC Freiburg,Germany,Bundesliga,82,54,59,71,66,85,75,66625
Victor Boniface,Boniface,ST++,Leverkusen,Nigeria,Bundesliga,82,73,83,66,80,38,82,66625
Randal Kolo Muani,Kolo Muani,ST++,Paris SG,France,Ligue 1 Uber Eats,82,90,80,71,81,38,67,66625
Bernd Leno,Leno,GK++,Fulham,Germany,Premier League,82,83,79,76,84,53,82,71750
Ademola Lookman,Lookman,ST++,Bergamo Calcio,Nigeria,Serie A TIM,82,84,81,71,86,31,66,66625
John McGinn,McGinn,CM++,Aston Villa,Scotland,Premier League,82,68,77,80,82,78,85,71750
Nahuel Molina,Molina,RB++,Atlético de Madrid,Argentina,LALIGA EA SPORTS,82,85,67,75,78,78,71,71750
Thomas Müller,Müller,CAM++,FC Bayern München,Germany,Bundesliga,82,57,82,83,79,55,68,66625
Darwin Núñez,Núñez,ST++,Liverpool,Uruguay,Premier League,82,90,80,72,78,46,86,71750
Michael Olise,Olise,RM++,FC Bayern München,France,Bundesliga,82,80,77,82,84,53,56,66625
Mikel Oyarzabal Ugarte,Oyarzabal,ST++,Real Sociedad,Spain,LALIGA EA SPORTS,82,77,83,81,82,42,63,66625
Tijjani Reijnders,Reijnders,CM++,Milano FC,Netherlands,Serie A TIM,82,80,76,80,84,73,74,71750
