Nombre,Alias,Posición,Club,Nación,Liga,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Precio
Akim Zedadka,Zedadka,RB++,LOSC Lille,Algeria,Ligue 1 Uber Eats,73,79,55,65,68,67,65,2880
Liam Scales,Scales,CB++,Celtic,Republic of Ireland,cinch Prem,73,70,56,63,63,71,79,3120
Jeffrey Schlupp,Schlupp,LW++,Crystal Palace,Ghana,Premier League,73,75,71,68,74,70,69,3120
Aleksandar Sedlar,Sedlar,CB++,D. Alavés,Serbia,LALIGA EA SPORTS,73,43,43,51,51,74,77,2880
Davie Selke,Selke,ST++,Hamburger SV,Germany,Bundesliga 2,73,77,72,54,67,37,77,2880
Jordan Siebatcheu,Siebatcheu,ST++,Union Berlin,United States,Bundesliga,73,55,72,61,71,39,76,2880
Santiago Simón,Simón,RM++,River Plate,Argentina,Libertadores,73,75,62,70,74,65,72,3120
Santiago Sosa,Sosa,CB++,Racing Club,Argentina,Sudamericana,73,57,57,63,67,72,78,2880
Marcos Vinícius Sousa Natividade,Marquinhos,LW++,Apoel FC,Brazil,Liga Cyprus,73,85,68,66,74,26,56,2880
Jack Stacey,Stacey,RB++,Norwich,England,EFL Championship,73,71,55,66,70,70,73,3120
Gabriel Suazo,Suazo,LB++,Toulouse FC,Chile,Ligue 1 Uber Eats,73,71,59,69,71,69,75,3120
Morlaye Sylla,Sylla,LM++,Arouca,Guinea,Liga Portugal,73,81,66,67,75,61,64,3120
Oussama Targhalline,Targhalline,CM++,Havre AC,Morocco,Ligue 1 Uber Eats,73,50,63,70,72,68,57,2880
Lassina Traoré,Traoré,ST++,Shakhtar Donetsk,Burkina Faso,Ukrayina Liha,73,78,71,58,69,30,76,2880
Conrad Wallem,Wallem,LM++,Slavia Praha,Norway,Česká Liga,73,80,62,69,74,53,70,3120
Dion Lopy,Lopy,CDM++,UD Almería,Senegal,LALIGA HYPERMOTION,73,64,60,69,72,70,73,3120
Sandi Lovrič,Lovrič,CDM++,Udinese,Slovenia,Serie A TIM,73,49,64,72,72,68,69,2880
Jeison Lucumí,Lucumí,LM++,Deportes Tolima,Colombia,Sudamericana,73,82,67,67,74,25,65,2880
Jaime Mata Arnaiz,Mata,ST++,UD Las Palmas,Spain,LALIGA EA SPORTS,73,61,72,63,70,38,72,2880
Gary Medel,Medel,CB++,Boca Juniors,Chile,Sudamericana,73,51,50,62,68,72,73,2880
Gonzalo Montes,Montes,CM++,Huachipato,Uruguay,Libertadores,73,70,67,68,71,64,66,3120
Dan Neil,Neil,CDM++,Sunderland,England,EFL Championship,73,73,64,66,72,68,77,3120
Carlos Neva Tey,Carlos Neva,LB++,Granada CF,Spain,LALIGA HYPERMOTION,73,77,52,62,70,69,68,2880
Tanguy Nianzou,Nianzou,CB++,Sevilla FC,France,LALIGA EA SPORTS,73,60,37,55,63,72,75,2880
Brian Oliván Herrero,Brian Oliván,LB++,RCD Espanyol,Spain,LALIGA EA SPORTS,73,78,60,71,68,66,76,3120
Jesús Areso Blanco,Areso,RB++,CA Osasuna,Spain,LALIGA EA SPORTS,73,72,34,65,68,69,70,2880
Noah Atubolu,Atubolu,GK++,SC Freiburg,Germany,Bundesliga,73,73,69,70,74,35,72,2880
Oğuz Aydın,Aydın,RM++,Fenerbahçe,Türkiye,Trendyol Süper Lig,73,81,68,70,73,40,56,2880
Leon Balogun,Balogun,CB++,Rangers,Nigeria,cinch Prem,73,70,44,59,60,72,77,2880
Fredrik Andre Bjørkan,Bjørkan,LB++,FK Bodø/Glimt,Norway,Eliteserien,73,80,53,64,72,66,75,3120
Jayden Bogle,Bogle,RB++,Leeds United,England,EFL Championship,73,79,55,67,74,69,68,3120
Javier Cabrera,Cabrera,RM++,Peñarol,Uruguay,Libertadores,73,76,63,68,75,53,70,3120
Mathieu Cafaro,Cafaro,LM++,AS Saint-Étienne,France,Ligue 1 Uber Eats,73,75,68,70,75,47,65,3120
Jens-Lys Cajuste,Cajuste,CDM++,Ipswich,Sweden,Premier League,73,67,62,69,74,68,74,3120
Adam Gnezda Čerin,Čerin,CM++,Panathinaikos,Slovenia,Hellas Liga,73,73,63,71,73,62,68,3120
Diego Chará,Chará,CDM++,Portland Timbers-Thorns,Colombia,MLS,73,71,54,64,69,68,78,3120
Oliver Christensen,Christensen,GK++,Fiorentina,Denmark,Serie A TIM,73,75,70,69,79,44,69,3120
Carlos Clerc Martínez,Clerc,LB++,Elche CF,Spain,LALIGA HYPERMOTION,73,81,58,68,71,66,73,3120
Francisco González Metilli,González Metilli,CAM++,Belgrano,Argentina,Sudamericana,73,73,70,70,74,41,69,2880
Abdou Harroui,Harroui,CM++,Hellas Verona,Morocco,Serie A TIM,73,69,70,70,74,67,73,3120
Junior Hernández,Hernández,LB++,Deportes Tolima,Colombia,Sudamericana,73,81,61,65,68,69,61,3120
Yeremay Hernández Cubas,Yeremay,LW++,RC Deportivo,Spain,LALIGA HYPERMOTION,73,77,64,69,75,22,48,2880
Philipp Hofmann,Hofmann,ST++,VfL Bochum,Germany,Bundesliga,73,51,72,55,65,37,80,2880
Dejan Joveljić,Joveljić,ST++,LA Galaxy,Serbia,MLS,73,74,72,61,70,32,73,2880
Joris Kayembe,Kayembe,LB++,KRC Genk,Congo DR,1A Pro League,73,79,60,68,73,66,73,3120
Johann Lepenant,Lepenant,CDM++,FC Nantes,France,Ligue 1 Uber Eats,73,69,56,67,71,69,69,3120
Keane Lewis-Potter,Lewis-Potter,LW++,Brentford,England,Premier League,73,78,67,65,76,44,65,2880
Janner Corozo,Corozo,RM++,Barcelona SC,Ecuador,Libertadores,73,84,65,66,75,51,65,3120
Jose Joaquim de Carvalho,Zeca,ST++,Shandong Taishan,Brazil,CSL,73,79,72,56,68,27,77,2880
Thibault De Smet,De Smet,LB++,Stade de Reims,Belgium,Ligue 1 Uber Eats,73,67,52,64,68,68,72,2880
Diego Demme,Demme,CDM++,Hertha Berlin,Germany,Bundesliga 2,73,51,47,71,72,69,68,2880
Fabio Depaoli,Depaoli,RB++,Sampdoria,Italy,Serie BKT,73,72,56,69,74,68,61,3120
Mikkel Desler,Desler,RB++,Austin FC,Denmark,MLS,73,72,60,68,70,68,69,3120
Habib Diarra,Diarra,CM++,Strasbourg,Senegal,Ligue 1 Uber Eats,73,68,63,69,73,69,70,3120
Tomás Romano dos Santos Händel,Tomás Händel,CDM++,Vitória SC,Portugal,Liga Portugal,73,71,56,70,73,69,67,3120
Roger Fernandes,Roger Fernandes,LM++,SC Braga,Portugal,Liga Portugal,73,88,63,65,74,33,48,2880
Ezequiel Fernández,Fernández,CDM++,Al Qadisiyah,Argentina,ROSHN Saudi League,73,68,47,66,72,69,78,3120
Fraser Forster,Forster,GK++,Spurs,England,Premier League,73,72,71,67,75,28,74,2880
Valentin Gendrey,Gendrey,RB++,Lecce,France,Serie A TIM,73,79,34,59,66,68,73,2880
Ryan Giles,Giles,LB++,Hull City,England,EFL Championship,73,88,57,73,73,62,65,3120
Pedro Jorge Gonçalves Malheiro,Pedro Malheiro,RB++,Trabzonspor,Portugal,Trendyol Süper Lig,73,78,62,65,73,67,61,3120
Valentin Gendrey,Gendrey,RB++,TSG Hoffenheim,France,Bundesliga,73,79,34,59,66,68,73,2880
Moses,Moses,RM++,Luton Town,Nigeria,EFL Championship,73,72,67,70,74,66,67,3120
Oliver Christensen,Christensen,GK++,Salernitana,Denmark,Serie BKT,73,75,70,69,79,44,69,3120
Conrad Wallem,Wallem,LM++,St. Louis CITY SC,Norway,MLS,73,80,62,69,74,53,70,3120
Max Aarons,Aarons,RB++,Valencia CF,England,LALIGA EA SPORTS,73,81,42,62,73,69,74,3120
Thibault De Smet,De Smet,LB++,Paris FC,Belgium,Ligue 2 BKT,73,67,52,64,68,68,72,2880
Ryan Giles,Giles,LB++,Middlesbrough,England,EFL Championship,73,88,57,73,73,62,65,3120
Jeffrey Schlupp,Schlupp,LW++,Celtic,Ghana,cinch Prem,73,75,71,68,74,70,69,3120
Gary Medel,Medel,CB++,Uni. Católica,Chile,Sudamericana,73,51,50,62,68,72,73,2880
Alexis Canelo,Canelo,LM++,Lanús,Argentina,Sudamericana,73,86,74,68,72,28,73,3120
Ilie Sánchez Farres,Ilie Sánchez,CDM++,Austin FC,Spain,MLS,73,47,49,64,69,69,75,2880
Pasquale Mazzocchi,Mazzocchi,RM++,SSC Napoli,Italy,Serie A TIM,72,76,59,72,73,67,69,2730
Stefan Bajcetic Maquieira,Stefan Bajcetic,CDM++,Liverpool,Spain,Premier League,72,66,52,66,72,69,66,2520
Pantelis Hatzidiakos,Hatzidiakos,CB++,Cagliari,Greece,Serie A TIM,72,67,55,66,66,72,71,2520
Félix Alexandre A. Sanches Correia,Félix Correia,LM++,Gil Vicente,Portugal,Liga Portugal,72,83,66,65,74,33,58,2520
Mehdi Abeid,Abeid,CDM++,Al Raed,Algeria,ROSHN Saudi League,72,60,68,69,73,67,72,2730
Luis Abram,Abram,CB++,Atlanta United,Peru,MLS,72,66,42,58,60,69,78,2520
Dapo Afolayan,Afolayan,RW++,FC St. Pauli,England,Bundesliga,72,80,69,65,73,48,71,2730
Lucien Agoumé,Agoumé,CM++,Sevilla FC,France,LALIGA EA SPORTS,72,61,54,69,73,69,70,2520
Alfredo Aguilar,Aguilar,GK++,Sportivo Luqueño,Paraguay,Sudamericana,72,70,70,71,74,46,71,2730
Ameen Al Dakhil,Al Dakhil,CB++,Burnley,Belgium,EFL Championship,72,70,27,51,62,72,73,2520
Facundo Altamirano,Altamirano,GK++,San Lorenzo,Argentina,Libertadores,72,71,68,70,74,45,70,2520
Jaidon Anthony,Anthony,LM++,AFC Bournemouth,England,Premier League,72,77,66,68,74,39,63,2520
Daniel Armstrong,Armstrong,RM++,Kilmarnock,Scotland,cinch Prem,72,80,67,69,72,53,67,2730
Yáser Asprilla,Asprilla,RW++,Girona FC,Colombia,LALIGA EA SPORTS,72,77,68,69,75,50,62,2730
Tommaso Augello,Augello,LB++,Cagliari,Italy,Serie A TIM,72,72,55,68,71,67,59,2520
Matthias Bader,Bader,RB++,SV Darmstadt 98,Germany,Bundesliga 2,72,71,41,61,69,68,69,2520
Barry Bannan,Bannan,CM++,Sheffield Wed,Scotland,EFL Championship,72,59,63,73,75,58,61,2520
Gonçalo Baptista Franco,Gonçalo Franco,CDM++,Swansea City,Portugal,EFL Championship,72,66,64,69,72,67,73,2730
Jean-David Beauguel,Beauguel,ST++,Qingdao W. Coast,France,CSL,72,63,73,52,64,31,79,2520
Abdelkader Bedrane,Bedrane,CB++,Damac FC,Algeria,ROSHN Saudi League,72,61,30,55,53,72,76,2520
Dion Drena Beljo,Beljo,ST++,SK Rapid Wien,Croatia,Ö. Bundesliga,72,59,71,49,68,31,73,2520
Alessandro Bellemo,Bellemo,CDM++,Sampdoria,Italy,Serie BKT,72,50,62,70,70,64,70,2520
Sofiane Bendebka,Bendebka,CM++,Al Fateh,Algeria,ROSHN Saudi League,72,74,66,68,73,61,73,2730
Daniel Bentley,Bentley,GK++,Wolves,England,Premier League,72,73,67,69,73,46,72,2730
Bartosz Bereszyński,Bereszyński,RB++,Sampdoria,Poland,Serie BKT,72,76,56,64,69,67,72,2730
Paul Bernardoni,Bernardoni,GK++,Yverdon Sport FC,France,CSSL,72,73,70,69,71,29,72,2520
Benjamín Berríos,Berríos,CM++,Everton,Chile,Sudamericana,72,71,58,67,73,68,72,2730
Pietro Beruatto,Beruatto,LB++,Pisa,Italy,Serie BKT,72,78,51,60,65,68,69,2520
Ermin Bičakčić,Bičakčić,CB++,Braunschweig,Bosnia and Herzegovina,Bundesliga 2,72,54,37,49,47,71,76,2520
Stipe Biuk,Biuk,LM++,R. Valladolid CF,Croatia,LALIGA EA SPORTS,72,83,64,65,73,38,62,2520
Sebastián Blanco,Blanco,CAM++,San Lorenzo,Argentina,Libertadores,72,65,70,72,72,32,58,2520
Alexis Blin,Blin,CDM++,Palermo,France,Serie BKT,72,31,54,63,65,69,77,2520
Diego Rubio,Rubio,ST++,Austin FC,Chile,MLS,72,68,72,65,71,48,71,2520
Carl Rushworth,Rushworth,GK++,Brighton,England,Premier League,72,72,70,71,73,55,71,2730
Mujaid Sadick Aliu,Mujaid,CB++,KRC Genk,Spain,1A Pro League,72,63,26,57,55,72,77,2520
Bartosz Salamon,Salamon,CB++,Lech Poznań,Poland,PKO BP Ekstraklasa,72,46,47,58,54,72,80,2520
Manolis Saliakas,Saliakas,RB++,FC St. Pauli,Greece,Bundesliga,72,69,57,66,69,67,68,2520
Mbwana Ally Samatta,Samatta,ST++,PAOK FC,Tanzania,Hellas Liga,72,75,71,63,69,37,73,2520
Matisse Samoise,Samoise,RM++,KAA Gent,Belgium,1A Pro League,72,76,63,69,70,64,72,2730
Borja Sánchez Laborde,Borja Sánchez,LM++,R. Oviedo,Spain,LALIGA HYPERMOTION,72,75,68,70,73,49,68,2730
Juan Luis Sánchez Velasco,Juanlu Sánchez,RB++,Sevilla FC,Spain,LALIGA EA SPORTS,72,65,59,63,73,69,62,2520
Philipp Sander,Sander,CM++,M'gladbach,Germany,Bundesliga,72,73,58,71,73,65,67,2730
Killian Sardella,Sardella,RB++,RSC Anderlecht,Belgium,1A Pro League,72,74,38,67,73,67,64,2520
Richard Schunke,Schunke,CB++,Independiente DV,Argentina,Libertadores,72,59,34,53,54,71,80,2520
Ole Kristian Selnæs,Selnæs,CM++,Rosenborg BK,Norway,Eliteserien,72,62,67,72,71,68,76,2730
Volodymyr Shepelev,Shepelev,CDM++,Dynamo Kyiv,Ukraine,Ukrayina Liha,72,64,62,64,69,66,62,2520
Eldor Shomurodov,Shomurodov,ST++,AS Roma,Uzbekistan,Serie A TIM,72,76,70,64,73,39,66,2520
Alejandro Silva,Silva,CM++,Libertad,Uruguay,Libertadores,72,75,68,71,74,63,72,2730
André Luís Silva de Aguiar,André Luís,ST++,Shanghai Shenhua,Brazil,CSL,72,75,71,60,69,24,71,2520
Hrvoje Smolčić,Smolčić,CB++,LASK,Croatia,Ö. Bundesliga,72,68,28,49,58,72,73,2520
Jun Ho Son,Son Jun Ho,CDM++,Suwon FC,Korea Republic,K League 1,72,71,61,69,70,67,75,2730
Ali Sowe,Sowe,ST++,Çaykur Rizespor,Gambia,Trendyol Süper Lig,72,75,69,60,72,32,77,2520
Andraž Šporar,Šporar,ST++,Panathinaikos,Slovenia,Hellas Liga,72,75,72,65,70,19,67,2520
Marko Stamenić,Stamenić,CDM++,Olympiacos FC,New Zealand,Hellas Liga,72,67,60,68,72,66,75,2730
Petar Stojanović,Stojanović,RB++,Empoli,Slovenia,Serie A TIM,72,79,51,67,69,66,75,2730
Nikola Storm,Storm,LM++,KV Mechelen,Belgium,1A Pro League,72,76,71,69,72,36,55,2520
Mario Stroeykens,Stroeykens,CAM++,RSC Anderlecht,Belgium,1A Pro League,72,74,69,68,74,42,67,2520
Roberto Suárez Pier,Róber Pier,CB++,R. Sporting,Spain,LALIGA HYPERMOTION,72,55,48,65,64,73,72,2520
Issiaga Sylla,Sylla,LB++,Montpellier,Guinea,Ligue 1 Uber Eats,72,68,61,67,67,68,73,2730
Mamadou Sylla,Sylla,ST++,R. Valladolid CF,Senegal,LALIGA EA SPORTS,72,77,71,62,70,37,75,2520
Japhet Tanganga,Tanganga,CB++,Millwall,England,EFL Championship,72,70,33,61,66,71,75,2520
Florian Tardieu,Tardieu,CDM++,AS Saint-Étienne,France,Ligue 1 Uber Eats,72,40,63,70,67,68,74,2520
Jan Thielmann,Thielmann,RM++,1. FC Köln,Germany,Bundesliga 2,72,81,69,66,72,45,66,2520
Jón Dagur Þorsteinsson,Þorsteinsson,LM++,OH Leuven,Iceland,1A Pro League,72,80,66,66,73,40,72,2520
Gastón Togni,Togni,LM++,Defensa,Argentina,Sudamericana,72,75,70,70,72,63,69,2730
Jeremy Toljan,Toljan,RB++,Sassuolo,Germany,Serie BKT,72,79,42,66,70,66,64,2520
El Bilal Touré,Touré,ST++,VfB Stuttgart,Mali,Bundesliga,72,71,72,61,71,23,63,2520
Nicolás Tripichio,Tripichio,RB++,San Lorenzo,Argentina,Libertadores,72,81,51,66,71,66,69,2730
William Troost-Ekong,Troost-Ekong,CB++,Al Kholood,Nigeria,ROSHN Saudi League,72,58,32,44,44,72,77,2520
Alex Valera,Valera,ST++,Universitario,Peru,Libertadores,72,67,72,52,68,28,75,2520
Emanuele Valeri,Valeri,LB++,Parma,Italy,Serie A TIM,72,67,65,69,72,69,53,2520
Charles Vanhoutte,Vanhoutte,CM++,R. Union St.-G.,Belgium,1A Pro League,72,57,61,64,72,68,77,2520
Juan Pablo Vargas,Vargas,CB++,Millonarios,Costa Rica,Libertadores,72,51,24,44,48,72,77,2520
Pablo Vázquez Pérez,Pablo Vázquez,CB++,RC Deportivo,Spain,LALIGA HYPERMOTION,72,67,32,50,47,71,71,2520
Benjamin Verbič,Verbič,LW++,Panathinaikos,Slovenia,Hellas Liga,72,81,70,66,75,44,68,2730
Nick Viergever,Viergever,CB++,FC Utrecht,Netherlands,Eredivisie,72,70,54,64,66,72,73,2520
João Carlos Vilaça Teixeira,João Teixeira,CAM++,Shanghai Shenhua,Portugal,CSL,72,74,65,69,74,36,61,2520
Marios Vrousai,Vrousai,LM++,Rio Ave FC,Greece,Liga Portugal,72,76,69,70,73,61,67,2730
Danny Ward,Ward,GK++,Leicester City,Wales,Premier League,72,72,71,68,72,46,70,2520
Marcelo Weigandt,Weigandt,RB++,Inter Miami CF,Argentina,MLS,72,79,47,59,70,68,75,2520
Noah Weißhaupt,Weißhaupt,LM++,SC Freiburg,Germany,Bundesliga,72,76,60,67,74,46,58,2520
Mateusz Wieteska,Wieteska,CB++,Cagliari,Poland,Serie A TIM,72,47,37,50,59,73,73,2520
Chris Willock,Willock,RM++,Cardiff City,England,EFL Championship,72,79,68,65,75,29,56,2520
Cláudio Winck Neto,Cláudio Winck,RB++,Kasımpaşa,Brazil,Trendyol Süper Lig,72,73,59,65,68,68,74,2730
Miki Yamane,Yamane,RB++,LA Galaxy,Japan,MLS,72,77,61,65,65,68,74,2730
Maya Yoshida,Yoshida,CB++,LA Galaxy,Japan,MLS,72,56,41,54,63,72,73,2520
Étienne Youté Kinkoué,Youté Kinkoué,CB++,Havre AC,France,Ligue 1 Uber Eats,72,61,31,50,48,70,78,2520
Luca Zanimacchia,Zanimacchia,RM++,Cremonese,Italy,Serie BKT,72,73,69,70,69,50,56,2520
Alessandro Zanoli,Zanoli,RB++,Genoa,Italy,Serie A TIM,72,70,40,63,69,69,71,2520
Oier Zarraga Egaña,Zarraga,CM++,Udinese,Spain,Serie A TIM,72,75,66,71,74,61,65,2730
Matthias Zimmermann,Zimmermann,RB++,Düsseldorf,Germany,Bundesliga 2,72,69,52,66,67,68,70,2520
Nermin Zolotić,Zolotić,CB++,Casa Pia AC,Bosnia and Herzegovina,Liga Portugal,72,53,53,64,63,70,78,2520
Lucas Blondel,Blondel,RB++,Boca Juniors,Argentina,Sudamericana,72,79,61,60,70,68,70,2730
Róbert Boženík,Boženík,ST++,Boavista FC,Slovakia,Liga Portugal,72,74,72,63,67,32,74,2520
Pedro Miguel Braga Rebocho,Pedro Rebocho,LB++,Al Khaleej,Portugal,ROSHN Saudi League,72,76,57,68,72,66,74,2730
Nathan Broadhead,Broadhead,LM++,Ipswich,Wales,Premier League,72,79,71,66,73,36,66,2520
Alan Browne,Browne,CM++,Sunderland,Republic of Ireland,EFL Championship,72,70,69,70,72,69,78,2730
Gaston Brugman,Brugman,CM++,LA Galaxy,Uruguay,MLS,72,70,68,71,73,69,72,2730
Osman Bukari,Bukari,RW++,Austin FC,Ghana,MLS,72,85,67,61,75,37,65,2520
Cameron Burgess,Burgess,CB++,Ipswich,Australia,Premier League,72,51,37,56,54,72,80,2520
Marnon Busch,Busch,RB++,Heidenheim,Germany,Bundesliga,72,81,53,63,70,66,74,2730
Matteo Cancellieri,Cancellieri,LW++,Parma,Italy,Serie A TIM,72,79,69,69,77,38,59,2520
Víctor Cantillo,Cantillo,CDM++,Junior,Colombia,Libertadores,72,67,39,66,74,65,68,2520
Lukáš Červ,Červ,CDM++,Viktoria Plzeň,Czechia,Česká Liga,72,69,62,66,68,68,77,2730
Maxime Chanot,Chanot,CB++,LAFC,Luxembourg,MLS,72,47,49,48,50,71,80,2520
Leandro Chichizola,Chichizola,GK++,Parma,Argentina,Serie A TIM,72,70,70,69,72,51,74,2730
Gue Sung Cho,Cho Gue Sung,ST++,FC Midtjylland,Korea Republic,3F Superliga,72,78,71,52,68,30,79,2520
Matt Clarke,Clarke,CB++,Middlesbrough,England,EFL Championship,72,51,37,53,62,71,78,2520
Matías Cóccaro,Cóccaro,ST++,CF Montréal,Uruguay,MLS,72,72,72,48,70,40,72,2520
Alex Cochrane,Cochrane,LB++,Birmingham City,England,EFL League One,72,73,45,66,69,68,67,2520
Carlos Miguel Coronel,Carlos Coronel,GK++,Red Bulls,Paraguay,MLS,72,71,70,73,73,39,71,2520
Charlie Cresswell,Cresswell,CB++,Toulouse FC,England,Ligue 1 Uber Eats,72,52,30,50,55,72,74,2520
Rafael Czichos,Czichos,CB++,Chicago Fire FC,Germany,MLS,72,57,47,59,60,72,77,2520
José Pedro da Silva Figueiredo,Zé Pedro,CB++,FC Porto,Portugal,Liga Portugal,72,64,53,63,61,72,72,2520
Diego Hipólito da Silva Lopes,Diego Lopes,CAM++,Qingdao Hainiu,Brazil,CSL,72,71,67,70,74,49,55,2520
Jesper Daland,Daland,CB++,Cardiff City,Norway,EFL Championship,72,60,40,52,57,72,76,2520
Zuriko Davitashvili,Davitashvili,LM++,AS Saint-Étienne,Georgia,Ligue 1 Uber Eats,72,84,60,67,73,25,59,2520
Luca de la Torre,de la Torre,CM++,RC Celta,United States,LALIGA EA SPORTS,72,64,61,72,73,62,62,2520
José Artur de Lima Junior,Artur,CDM++,Houston Dynamo,Brazil,MLS,72,62,51,64,68,69,77,2520
Thomas Delaine,Delaine,LB++,Strasbourg,France,Ligue 1 Uber Eats,72,81,50,69,71,66,71,2730
Hannes Delcroix,Delcroix,CB++,Burnley,Belgium,EFL Championship,72,67,33,61,62,72,70,2520
Olivier Deman,Deman,LB++,SV Werder Bremen,Belgium,Bundesliga,72,66,63,69,71,66,71,2730
Stanley Nsoki,Nsoki,CB++,TSG Hoffenheim,France,Bundesliga,72,74,38,62,67,72,77,2520
Robert Kenedy Nunes do Nascimento,Kenedy,LM++,R. Valladolid CF,Brazil,LALIGA EA SPORTS,72,72,68,70,74,60,61,2730
Brian Ocampo,Ocampo,LM++,Cádiz CF,Uruguay,LALIGA HYPERMOTION,72,82,67,69,75,47,63,2730
Caleb Okoli,Okoli,CB++,Leicester City,Italy,Premier League,72,43,30,46,53,72,80,2520
Victor Olatunji,Olatunji,ST++,Sparta Praha,Nigeria,Česká Liga,72,77,67,55,66,24,78,2520
Anderson Oliveira da Silva,Anderson Oliveira,LM++,Suwon FC,Brazil,K League 1,72,85,64,63,75,33,55,2520
Frank Onyeka,Onyeka,CM++,Brentford,Nigeria,Premier League,72,77,63,66,73,72,76,2730
Joao Ortiz,Ortiz,CDM++,Independiente DV,Ecuador,Libertadores,72,72,68,67,70,68,77,2730
Jonathan Osorio,Osorio,CM++,Toronto FC,Canada,MLS,72,58,68,70,74,61,65,2520
Leo Østigård,Østigård,CB++,Stade Rennais FC,Norway,Ligue 1 Uber Eats,72,64,37,50,61,71,79,2520
Rémi Oudin,Oudin,RW++,Lecce,France,Serie A TIM,72,63,70,72,74,33,63,2520
Berat Özdemir,Özdemir,CM++,Başakşehir,Türkiye,Trendyol Süper Lig,72,71,60,70,69,69,76,2730
Rômulo José Pacheco da Silva,Rômulo,RW++,Rongcheng FC,Brazil,CSL,72,80,69,71,72,52,69,2730
Seung Ho Paik,Paik Seung Ho,CM++,Birmingham City,Korea Republic,EFL League One,72,68,67,70,73,64,75,2730
Tiago Palacios,Palacios,RM++,Estudiantes,Uruguay,Libertadores,72,77,68,66,75,41,52,2520
Carlos Palacios,Palacios,LW++,Colo-Colo,Chile,Libertadores,72,78,66,69,75,27,66,2520
