Nombre,Alias,Posición,Club,Nación,Liga,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Precio
Youri Tielemans,Tielemans,CM++,Aston Villa,Belgium,Premier League,81,44,79,83,79,69,70,40625
Callum Wilson,Wilson,ST++,Newcastle Utd,England,Premier League,81,78,82,67,79,42,75,40625
Martín Zubimendi Ibáñez,Zubimendi,CDM++,Real Sociedad,Spain,LALIGA EA SPORTS,81,64,67,75,77,78,71,40625
Yeray Álvarez López,Yeray,CB++,Athletic Club,Spain,LALIGA EA SPORTS,81,64,49,70,65,83,76,40625
Marco Asensio Willemsen,Marco Asensio,RW++,Paris SG,Spain,Ligue 1 Uber Eats,81,76,79,81,83,43,63,40625
Rui Tiago Dantas da Silva,Rui Silva,GK++,Real Betis,Portugal,LALIGA EA SPORTS,81,82,76,77,84,31,81,40625
Remo Freuler,Freuler,CDM++,Bologna,Switzerland,Serie A TIM,81,60,72,76,77,77,74,40625
Pascal Groß,Groß,CDM++,Borussia Dortmund,Germany,Bundesliga,81,50,77,85,80,73,74,40625
Marc Guéhi,Guéhi,CB++,Crystal Palace,England,Premier League,81,72,39,65,72,82,77,40625
Marco Asensio Willemsen,Marco Asensio,RW++,Aston Villa,Spain,Premier League,81,76,79,81,83,43,63,40625
Milan Škriniar,Škriniar,CB++,Fenerbahçe,Slovakia,Trendyol Süper Lig,81,57,45,60,65,83,80,37500
Rui Tiago Dantas da Silva,Rui Silva,GK++,Sporting CP,Portugal,Liga Portugal,81,82,76,77,84,31,81,40625
Kasper Schmeichel,Schmeichel,GK++,Celtic,Denmark,cinch Prem,80,77,76,79,78,42,80,14625
Alessandro Buongiorno,Buongiorno,CB++,SSC Napoli,Italy,Serie A TIM,80,65,45,69,65,82,76,14625
Matteo Politano,Politano,RW++,SSC Napoli,Italy,Serie A TIM,80,80,78,78,83,42,54,14625
Amir Rrahmani,Rrahmani,CB++,SSC Napoli,Kosovo,Serie A TIM,80,69,51,58,61,82,78,13500
Jordi Alba Ramos,Jordi Alba,LB++,Inter Miami CF,Spain,MLS,80,82,70,80,81,72,69,15750
Iñigo Ruiz de Galarreta,Ruiz de Galarreta,CDM++,Athletic Club,Spain,LALIGA EA SPORTS,80,72,65,77,79,77,76,14625
Diego Carlos Santos Silva,Diego Carlos,CB++,Aston Villa,Brazil,Premier League,80,63,47,63,67,79,76,13500
William Silva de Carvalho,William Carvalho,CDM++,Real Betis,Portugal,LALIGA EA SPORTS,80,37,68,78,76,76,84,14625
Mehdi Taremi,Taremi,ST++,Lombardia FC,Iran,Serie A TIM,80,78,79,75,81,38,73,14625
James Tarkowski,Tarkowski,CB++,Everton,England,Premier League,80,47,45,64,59,81,81,13500
Ivan Toney,Toney,ST++,Brentford,England,Premier League,80,77,81,71,75,51,81,14625
André Miguel Valente da Silva,André Silva,ST++,RB Leipzig,Portugal,Bundesliga,80,74,80,71,81,46,77,14625
Axel Witsel,Witsel,CB++,Atlético de Madrid,Belgium,LALIGA EA SPORTS,80,34,63,77,75,83,75,14625
Toby Alderweireld,Alderweireld,CB++,Royal Antwerp FC,Belgium,1A Pro League,80,50,61,74,66,81,82,14625
Joachim Andersen,Andersen,CB++,Fulham,Denmark,Premier League,80,52,57,72,66,79,84,14625
Maximilian Arnold,Arnold,CDM++,VfL Wolfsburg,Germany,Bundesliga,80,63,79,79,77,76,76,15750
Harvey Barnes,Barnes,LW++,Newcastle Utd,England,Premier League,80,85,78,75,81,43,68,14625
Christoph Baumgartner,Baumgartner,CAM++,RB Leipzig,Austria,Bundesliga,80,77,74,74,82,47,60,14625
Yves Bissouma,Bissouma,CDM++,Spurs,Mali,Premier League,80,71,67,75,81,78,77,14625
Davide Calabria,Calabria,RB++,Milano FC,Italy,Serie A TIM,80,78,57,70,76,79,71,14625
Samuel Chukwueze,Chukwueze,RW++,Milano FC,Nigeria,Serie A TIM,80,88,74,74,83,36,61,14625
Oscar De Marcos Arana,De Marcos,RB++,Athletic Club,Spain,LALIGA EA SPORTS,80,79,64,74,75,77,78,14625
Eric Dier,Dier,CB++,FC Bayern München,England,Bundesliga,80,58,63,70,63,81,81,14625
Éderson José dos Santos,Éderson,CM++,Bergamo Calcio,Brazil,Serie A TIM,80,72,68,75,79,77,80,15750
Wataru Endo,Endo,CDM++,Liverpool,Japan,Premier League,80,60,68,71,78,79,76,14625
Pervis Estupiñán,Estupiñán,LB++,Brighton,Ecuador,Premier League,80,78,57,75,79,77,75,14625
Jesús Joaquín Fernández Sáez,Suso,RM++,Sevilla FC,Spain,LALIGA EA SPORTS,80,72,76,80,83,32,51,13500
Javier Galán Gil,Javi Galán,LB++,Atlético de Madrid,Spain,LALIGA EA SPORTS,80,79,56,74,79,77,72,14625
Jose Luís García Vayá,Pepelu,CM++,Valencia CF,Spain,LALIGA EA SPORTS,80,68,70,80,77,75,78,14625
Nicolás González,González,RW++,Juventus,Argentina,Serie A TIM,80,85,76,73,83,45,62,14625
Vincenzo Grifo,Grifo,LM++,SC Freiburg,Italy,Bundesliga,80,69,77,82,81,43,64,14625
Miguel Gutiérrez Ortega,Miguel Gutiérrez,LB++,Girona FC,Spain,LALIGA EA SPORTS,80,81,64,76,80,75,72,14625
Amadou Haidara,Haidara,CM++,RB Leipzig,Mali,Bundesliga,80,66,72,79,81,72,69,14625
Danilo Luís Hélio Pereira,Danilo Pereira,CB++,Paris SG,Portugal,Ligue 1 Uber Eats,80,50,63,70,70,80,84,14625
Pierre-Emile Højbjerg,Højbjerg,CDM++,OM,Denmark,Ligue 1 Uber Eats,80,50,73,76,74,77,80,14625
Giovani Lo Celso,Lo Celso,CAM++,Spurs,Argentina,Premier League,80,69,74,81,83,68,71,14625
David López Silva,David López,CB++,Girona FC,Spain,LALIGA EA SPORTS,80,45,60,71,66,82,75,13500
Harry Maguire,Maguire,CB++,Manchester Utd,England,Premier League,80,37,57,70,65,80,82,13500
Iván Martín Núñez,Iván Martín,CAM++,Girona FC,Spain,LALIGA EA SPORTS,80,75,75,79,81,68,63,14625
Nemanja Matić,Matić,CDM++,OL,Serbia,Ligue 1 Uber Eats,80,35,67,76,76,78,78,14625
Bryan Mbeumo,Mbeumo,RW++,Brentford,Cameroon,Premier League,80,84,80,74,80,49,76,14625
Vedat Muriqi,Muriqi,ST++,RCD Mallorca,Kosovo,LALIGA EA SPORTS,80,53,82,63,73,29,82,13500
João Mário N. Costa Eduardo,João Mário,LM++,SL Benfica,Portugal,Liga Portugal,80,68,76,80,82,64,68,14625
Jesús Navas González,Jesús Navas,RB++,Sevilla FC,Spain,LALIGA EA SPORTS,80,81,68,79,80,76,55,14625
Alexander Nübel,Nübel,GK++,VfB Stuttgart,Germany,Bundesliga,80,81,76,81,82,48,78,14625
Mario Pašalić,Pašalić,CM++,Bergamo Calcio,Croatia,Serie A TIM,80,69,78,77,81,67,77,14625
Ivan Rakitić,Rakitić,CM++,Hajduk Split,Croatia,Liga Hrvatska,80,48,79,83,77,74,70,14625
Danilo Luís Hélio Pereira,Danilo Pereira,CB++,Al Ittihad,Portugal,ROSHN Saudi League,80,50,63,70,70,80,84,14625
Ivan Toney,Toney,ST++,Al Ahli,England,ROSHN Saudi League,80,77,81,71,75,51,81,14625
João Mário N. Costa Eduardo,João Mário,LM++,Beşiktaş,Portugal,Trendyol Süper Lig,80,68,76,80,82,64,68,14625
Giovani Lo Celso,Lo Celso,CAM++,Real Betis,Argentina,LALIGA EA SPORTS,80,69,74,81,83,68,71,14625
Miranchuk,Miranchuk,CAM++,Atlanta United,Russia,MLS,80,71,73,79,82,31,60,13500
Fortounis,Fortounis,CAM++,Al Khaleej,Greece,ROSHN Saudi League,80,73,76,81,80,43,65,14625
André Miguel Valente da Silva,André Silva,ST++,SV Werder Bremen,Portugal,Bundesliga,80,74,80,71,81,46,77,14625
Diego Carlos Santos Silva,Diego Carlos,CB++,Fenerbahçe,Brazil,Trendyol Süper Lig,80,63,47,63,67,79,76,13500
Lucas Zelarayán,Zelarayán,CAM++,Belgrano,Armenia,Sudamericana,80,71,77,79,83,46,67,14625
Stephan El Shaarawy,El Shaarawy,LM++,AS Roma,Italy,Serie A TIM,79,82,75,76,83,49,62,12480
Emil Forsberg,Forsberg,CAM++,Red Bulls,Sweden,MLS,79,65,72,81,81,36,61,11520
Carles Gil Pareja,Carles Gil,CAM++,New England,Spain,MLS,79,70,71,80,79,38,62,12480
César Azpilicueta Tanco,Azpilicueta,CB++,Atlético de Madrid,Spain,LALIGA EA SPORTS,79,59,55,76,72,81,74,12480
Nayef Aguerd,Aguerd,CB++,West Ham,Morocco,Premier League,79,67,50,64,64,81,75,12480
Raúl Albiol Tortajada,Raúl Albiol,CB++,Villarreal CF,Spain,LALIGA EA SPORTS,79,33,41,62,63,83,67,11520
Kepa Arrizabalaga,Kepa,GK++,Chelsea,Spain,Premier League,79,78,77,83,82,40,77,12480
Emil Audero,Audero,GK++,Como,Italy,Serie A TIM,79,80,74,73,83,53,76,12480
Alejandro Baena Rodríguez,Álex Baena,LM++,Villarreal CF,Spain,LALIGA EA SPORTS,79,74,75,80,78,65,67,12480
Johan Bakayoko,Bakayoko,RW++,PSV,Belgium,Eredivisie,79,86,71,70,82,33,63,12480
Leonardo Balerdi,Balerdi,CB++,OM,Argentina,Ligue 1 Uber Eats,79,64,45,62,68,80,77,11520
Éver Banega,Banega,CM++,Newell's,Argentina,LPF,79,52,73,81,78,73,73,12480
Steven Berghuis,Berghuis,RW++,Ajax,Netherlands,Eredivisie,79,72,80,82,79,39,66,12480
Steven Bergwijn,Bergwijn,LW++,Ajax,Netherlands,Eredivisie,79,80,76,74,82,41,70,12480
Cristiano Biraghi,Biraghi,LB++,Fiorentina,Italy,Serie A TIM,79,72,69,78,76,76,73,12480
Giacomo Bonaventura,Bonaventura,CAM++,Al Shabab,Italy,ROSHN Saudi League,79,65,78,80,80,70,64,12480
Jarrad Branthwaite,Branthwaite,CB++,Everton,England,Premier League,79,71,37,53,59,79,77,11520
Matty Cash,Cash,RB++,Aston Villa,Poland,Premier League,79,77,66,71,75,75,76,12480
Valentin Castellanos,Castellanos,ST++,Latium,Argentina,Serie A TIM,79,72,79,69,75,42,77,12480
Alejandro Catena Marugán,Catena,CB++,CA Osasuna,Spain,LALIGA EA SPORTS,79,65,39,63,53,80,78,11520
Daniel Ceballos Fernández,Dani Ceballos,CM++,Real Madrid,Spain,LALIGA EA SPORTS,79,63,70,79,82,70,67,12480
Ben Chilwell,Chilwell,LB++,Chelsea,England,Premier League,79,76,60,78,77,75,72,12480
Jordy Clasie,Clasie,CDM++,AZ,Netherlands,Eredivisie,79,57,64,79,75,72,69,12480
Dante Bonfim Costa Santos,Dante,CB++,OGC Nice,Brazil,Ligue 1 Uber Eats,79,32,52,69,65,81,79,11520
Charles De Ketelaere,De Ketelaere,CAM++,Bergamo Calcio,Belgium,Serie A TIM,79,69,77,78,81,55,70,12480
Marten de Roon,de Roon,CM++,Bergamo Calcio,Netherlands,Serie A TIM,79,64,71,75,75,82,83,13440
Romain Del Castillo,Del Castillo,RW++,Stade Brestois 29,France,Ligue 1 Uber Eats,79,84,76,78,81,42,65,12480
Ermedin Demirović,Demirović,ST++,VfB Stuttgart,Bosnia and Herzegovina,Bundesliga,79,69,81,72,77,41,79,12480
Boulaye Dia,Dia,ST++,Latium,Senegal,Serie A TIM,79,81,80,62,77,27,75,12480
Samuel Dias Lino,Samuel Lino,LM++,Atlético de Madrid,Brazil,LALIGA EA SPORTS,79,83,70,73,80,51,66,12480
Lucas Digne,Digne,LB++,Aston Villa,France,Premier League,79,73,68,78,76,76,74,12480
Stole Dimitrievski,Dimitrievski,GK++,Valencia CF,North Macedonia,LALIGA EA SPORTS,79,78,80,74,79,36,78,12480
Axel Disasi,Disasi,CB++,Chelsea,France,Premier League,79,57,48,60,59,80,81,11520
Alexander Djiku,Djiku,CB++,Fenerbahçe,Ghana,Trendyol Süper Lig,79,75,43,67,69,79,81,12480
Cheick Doucouré,Doucouré,CDM++,Crystal Palace,Mali,Premier League,79,65,57,70,75,76,76,12480
Matt O'Riley,O'Riley,CM++,Brighton,Denmark,Premier League,79,69,77,80,77,67,76,12480
Jonas Omlin,Omlin,GK++,M'gladbach,Switzerland,Bundesliga,79,79,77,76,82,52,75,12480
Ayoze Pérez Gutiérrez,Ayoze Pérez,LM++,Villarreal CF,Spain,LALIGA EA SPORTS,79,78,73,76,82,58,65,12480
Matteo Pessina,Pessina,CM++,Monza,Italy,Serie A TIM,79,68,70,77,78,72,71,12480
Đorđe Petrović,Petrović,GK++,Chelsea,Serbia,Premier League,79,79,78,73,81,41,77,12480
Yeremy Jesús Pino Santos,Yeremy Pino,LM++,Villarreal CF,Spain,LALIGA EA SPORTS,79,76,73,76,79,38,46,11520
Oriol Romeu Vidal,Oriol Romeu,CDM++,Girona FC,Spain,LALIGA EA SPORTS,79,40,54,68,67,79,81,11520
Frederik Rønnow,Rønnow,GK++,Union Berlin,Denmark,Bundesliga,79,79,79,69,81,47,78,12480
Gerónimo Rulli,Rulli,GK++,OM,Argentina,Ligue 1 Uber Eats,79,78,76,80,81,54,79,12480
Julian Ryerson,Ryerson,RB++,Borussia Dortmund,Norway,Bundesliga,79,75,63,70,76,76,80,12480
Pape Matar Sarr,Sarr,CDM++,Spurs,Senegal,Premier League,79,70,65,75,78,76,75,12480
Gianluca Scamacca,Scamacca,ST++,Bergamo Calcio,Italy,Serie A TIM,79,65,81,67,74,36,74,11520
Perr Schuurs,Schuurs,CB++,Torino,Netherlands,Serie A TIM,79,69,64,74,69,81,74,12480
Mário Rui Silva Duarte,Mário Rui,LB++,SSC Napoli,Portugal,Serie A TIM,79,80,56,77,80,74,68,12480
Łukasz Skorupski,Skorupski,GK++,Bologna,Poland,Serie A TIM,79,79,76,68,83,51,78,12480
Tomáš Souček,Souček,CDM++,West Ham,Czechia,Premier League,79,50,72,71,68,80,83,12480
Pietro Terracciano,Terracciano,GK++,Fiorentina,Italy,Serie A TIM,79,80,77,73,83,41,79,12480
Kieran Tierney,Tierney,LB++,Arsenal,Scotland,Premier League,79,80,60,75,77,76,75,12480
Rafael Tolói,Rafael Tolói,CB++,Bergamo Calcio,Italy,Serie A TIM,79,61,52,58,64,81,79,11520
Edin Višća,Višća,RM++,Trabzonspor,Bosnia and Herzegovina,Trendyol Süper Lig,79,82,78,76,81,47,63,12480
Nikola Vlašić,Vlašić,CAM++,Torino,Croatia,Serie A TIM,79,75,76,76,82,58,72,12480
James Ward-Prowse,Ward-Prowse,CM++,West Ham,England,Premier League,79,57,73,86,75,66,72,12480
Julian Weigl,Weigl,CDM++,M'gladbach,Germany,Bundesliga,79,54,64,76,75,74,73,12480
Yoane Wissa,Wissa,LW++,Brentford,Congo DR,Premier League,79,85,79,70,79,29,71,12480
Davide Zappacosta,Zappacosta,LB++,Bergamo Calcio,Italy,Serie A TIM,79,76,68,74,75,76,70,12480
Oleksandr Zinchenko,Zinchenko,LB++,Arsenal,Ukraine,Premier League,79,66,66,83,82,76,69,12480
Joshua Zirkzee,Zirkzee,ST++,Manchester Utd,Netherlands,Premier League,79,73,77,72,83,37,73,12480
Carlos Augusto Zopolato Neves,Carlos Augusto,LM++,Lombardia FC,Brazil,Serie A TIM,79,81,72,77,80,75,80,13440
Lewis Dunk,Dunk,CB++,Brighton,England,Premier League,79,41,52,68,65,80,80,11520
Hugo Duro Perales,Hugo Duro,ST++,Valencia CF,Spain,LALIGA EA SPORTS,79,73,79,67,76,47,75,12480
Marcus Edwards,Edwards,RW++,Sporting CP,England,Liga Portugal,79,85,70,72,85,30,48,11520
Eljif Elmas,Elmas,CAM++,RB Leipzig,North Macedonia,Bundesliga,79,73,72,74,82,66,67,12480
Aritz Elustondo,Aritz Elustondo,RB++,Real Sociedad,Spain,LALIGA EA SPORTS,79,64,39,64,61,80,77,11520
Chris Führich,Führich,LM++,VfB Stuttgart,Germany,Bundesliga,79,83,69,72,85,51,59,12480
Álvaro García Rivera,Álvaro García,LM++,Rayo Vallecano,Spain,LALIGA EA SPORTS,79,88,69,75,78,51,43,12480
Morgan Gibbs-White,Gibbs-White,CAM++,Nott'm Forest,England,Premier League,79,75,74,79,80,57,69,12480
Santiago Giménez,Giménez,ST++,Feyenoord,Mexico,Eredivisie,79,79,80,70,76,49,75,12480
Moisés Gómez Bordonado,Moi Gómez,CM++,CA Osasuna,Spain,LALIGA EA SPORTS,79,66,75,80,78,61,61,12480
Robin Gosens,Gosens,LB++,Union Berlin,Germany,Bundesliga,79,72,74,73,75,76,80,13440
Mason Greenwood,Greenwood,RM++,OM,England,Ligue 1 Uber Eats,79,83,80,75,81,36,60,12480
Gorka Guruzeta Rodríguez,Guruzeta,ST++,Athletic Club,Spain,LALIGA EA SPORTS,79,75,79,71,78,42,80,12480
Sébastien Haller,Haller,ST++,Borussia Dortmund,Côte d'Ivoire,Bundesliga,79,56,79,63,75,51,73,11520
Dean Henderson,Henderson,GK++,Crystal Palace,England,Premier League,79,80,76,78,81,55,75,12480
Franck Honorat,Honorat,RM++,M'gladbach,France,Bundesliga,79,80,77,77,78,53,63,12480
Curtis Jones,Jones,CM++,Liverpool,England,Premier League,79,68,71,75,81,70,75,12480
Luka Jović,Jović,ST++,Milano FC,Serbia,Serie A TIM,79,75,79,68,79,30,72,12480
İrfan Can Kahveci,Kahveci,RW++,Fenerbahçe,Türkiye,Trendyol Süper Lig,79,73,79,79,80,58,66,12480
Robin Koch,Koch,CB++,Frankfurt,Germany,Bundesliga,79,65,38,61,65,80,76,11520
Sead Kolašinac,Kolašinac,CB++,Bergamo Calcio,Bosnia and Herzegovina,Serie A TIM,79,64,63,67,68,79,83,12480
Erik Lamela,Lamela,RW++,AEK Athens,Argentina,Hellas Liga,79,76,77,78,82,54,68,12480
Pierre Lees-Melou,Lees-Melou,CDM++,Stade Brestois 29,France,Ligue 1 Uber Eats,79,62,72,78,77,73,76,12480
Mario Lemina,Lemina,CDM++,Wolves,Gabon,Premier League,79,69,67,75,75,78,80,12480
Philipp Lienhart,Lienhart,CB++,SC Freiburg,Austria,Bundesliga,79,69,28,59,64,81,75,11520
Matheus Lima Magalhães,Matheus,GK++,SC Braga,Brazil,Liga Portugal,79,82,75,81,80,45,77,12480
Hugo Lloris,Lloris,GK++,LAFC,France,MLS,79,81,76,67,82,54,78,12480
Anthony Lopes,Lopes,GK++,OL,Portugal,Ligue 1 Uber Eats,79,80,76,69,83,65,76,12480
Pau López Sabata,Pau López,GK++,Girona FC,Spain,LALIGA EA SPORTS,79,77,77,79,82,48,80,12480
Dodi Lukébakio,Lukébakio,RW++,Sevilla FC,Belgium,LALIGA EA SPORTS,79,84,78,70,82,31,59,12480
Pablo Maffeo Becerra,Pablo Maffeo,RB++,RCD Mallorca,Argentina,LALIGA EA SPORTS,79,82,52,70,79,76,70,12480
José Pedro Malheiro de Sá,José Sá,GK++,Wolves,Portugal,Premier League,79,80,75,70,81,52,78,12480
Arnau Martínez López,Arnau Martínez,RB++,Girona FC,Spain,LALIGA EA SPORTS,79,80,50,72,74,74,70,12480
Jean-Philippe Mateta,Mateta,ST++,Crystal Palace,France,Premier League,79,76,78,63,73,39,82,12480
Borja Mayoral Moya,Borja Mayoral,ST++,Getafe CF,Spain,LALIGA EA SPORTS,79,71,80,71,77,39,67,12480
Álvaro Medrán Just,Medrán,CM++,Ettifaq FC,Spain,ROSHN Saudi League,79,60,71,82,79,63,69,12480
Nikola Milenković,Milenković,CB++,Nott'm Forest,Serbia,Premier League,79,58,45,62,62,79,82,11520
Tyrone Mings,Mings,CB++,Aston Villa,England,Premier League,79,64,44,67,64,78,80,11520
Maximilian Mittelstädt,Mittelstädt,LB++,VfB Stuttgart,Germany,Bundesliga,79,74,62,72,77,77,72,12480
Alexandre Moreno Lopera,Álex Moreno,LB++,Nott'm Forest,Spain,Premier League,79,79,66,74,77,76,68,12480
Hidemasa Morita,Morita,CM++,Sporting CP,Japan,Liga Portugal,79,69,72,76,79,74,77,12480
Florentino Morris Luís,Florentino,CDM++,SL Benfica,Portugal,Liga Portugal,79,55,47,65,73,79,78,11520
Juan Musso,Musso,GK++,Bergamo Calcio,Argentina,Serie A TIM,79,79,77,73,82,44,81,12480
James Ward-Prowse,Ward-Prowse,CM++,Nott'm Forest,England,Premier League,79,57,73,86,75,66,72,12480
Sébastien Haller,Haller,ST++,CD Leganés,Côte d'Ivoire,LALIGA EA SPORTS,79,56,79,63,75,51,73,11520
Kepa Arrizabalaga,Kepa,GK++,AFC Bournemouth,Spain,Premier League,79,78,77,83,82,40,77,12480
Juan Musso,Musso,GK++,Atlético de Madrid,Argentina,LALIGA EA SPORTS,79,79,77,73,82,44,81,12480
Robin Gosens,Gosens,LB++,Fiorentina,Germany,Serie A TIM,79,72,74,73,75,76,80,13440
Steven Bergwijn,Bergwijn,LW++,Al Ittihad,Netherlands,ROSHN Saudi League,79,80,76,74,82,41,70,12480
Nayef Aguerd,Aguerd,CB++,Real Sociedad,Morocco,LALIGA EA SPORTS,79,67,50,64,64,81,75,12480
Đorđe Petrović,Petrović,GK++,Strasbourg,Serbia,Ligue 1 Uber Eats,79,79,78,73,81,41,77,12480
Roberto Carnicer,Sergi Roberto,RB++,Como,Spain,Serie A TIM,79,74,63,79,77,75,73,12480
Muniain Goñi,Muniain,CAM++,San Lorenzo,Spain,LPF,79,75,73,78,83,51,58,12480
Tapia,Tapia,CDM++,CD Leganés,Peru,LALIGA EA SPORTS,79,68,66,72,69,80,85,12480
Sébastien Haller,Haller,ST++,FC Utrecht,Côte d'Ivoire,Eredivisie,79,56,79,63,75,51,73,11520
Matheus Lima Magalhães,Matheus,GK++,Ajax,Brazil,Eredivisie,79,82,75,81,80,45,77,12480
Marcus Edwards,Edwards,RW++,Burnley,England,EFL Championship,79,85,70,72,85,30,48,11520
Eljif Elmas,Elmas,CAM++,Torino,North Macedonia,Serie A TIM,79,73,72,74,82,66,67,12480
James Tavernier,Tavernier,RB++,Rangers,England,cinch Prem,78,81,72,79,76,70,80,11130
Federico Gatti,Gatti,CB++,Juventus,Italy,Serie A TIM,78,75,37,51,61,80,76,9540
Ryan Gauld,Gauld,LW++,Whitecaps FC,Scotland,MLS,78,84,67,77,82,51,54,10335
Rodrigo Riquelme Reche,Riquelme,LM++,Atlético de Madrid,Spain,LALIGA EA SPORTS,78,78,75,75,81,49,52,10335
Gabriel Veiga Novas,Gabri Veiga,CAM++,Al Ahli,Spain,ROSHN Saudi League,78,74,77,72,78,60,64,10335
Jan Vertonghen,Vertonghen,CB++,RSC Anderlecht,Belgium,1A Pro League,78,58,61,71,67,80,79,10335
Adam Wharton,Wharton,CDM++,Crystal Palace,England,Premier League,78,68,61,78,78,75,71,10335
Georginio Wijnaldum,Wijnaldum,CM++,Ettifaq FC,Netherlands,ROSHN Saudi League,78,68,72,76,80,76,75,10335
Jonas Wind,Wind,ST++,VfL Wolfsburg,Denmark,Bundesliga,78,48,79,72,77,37,78,9540
Leny Yoro,Yoro,CB++,Manchester Utd,France,Premier League,78,73,41,59,61,79,73,9540
Nicolò Zaniolo,Zaniolo,RM++,Bergamo Calcio,Italy,Serie A TIM,78,75,76,74,76,60,83,10335
Andrija Živković,Živković,RW++,PAOK FC,Serbia,Hellas Liga,78,82,74,74,81,57,62,10335
Kurt Zouma,Zouma,CB++,West Ham,France,Premier League,78,52,51,61,56,78,82,9540
Lilian Brassier,Brassier,CB++,OM,France,Ligue 1 Uber Eats,78,69,37,65,69,79,75,9540
Ante Budimir,Budimir,ST++,CA Osasuna,Croatia,LALIGA EA SPORTS,78,59,79,52,74,35,77,9540
Emiliano Buendía,Buendía,RM++,Aston Villa,Argentina,Premier League,78,69,74,80,82,66,66,10335
Roman Bürki,Bürki,GK++,St. Louis CITY SC,Switzerland,MLS,78,82,75,60,82,46,73,10335
Dan Burn,Burn,CB++,Newcastle Utd,England,Premier League,78,42,36,67,63,77,84,9540
